ダウンロードした時刻：2021/03/10 11:41:07

,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）
2008/1/8,-0.4,8,1,1.5,8,2008/1/8 17:53,8,1,-3.6,8,2008/1/8 23:16,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,13.3,8,1,0,1,8,,,,1,0,1,8,1,8.2,8,1,18.0,8,2008/1/8 03:10,8,東北東,8,1,22.1,8,2008/1/8 05:04,8,東,8,1,,0,1,63,8,1,3.7,8,1,53,8,2008/1/8 14:49,8,1,983.4,8,1,986.1,8,1,985.3,0,8,2008/1/8 05:21,0,8,1,10.0,8,1,曇後一時雪,8,1,晴時々曇,8,1
2008/1/9,-1.3,8,1,2.4,8,2008/1/9 13:42,8,1,-5.4,8,2008/1/9 03:32,8,1,,,0,1,,,0,,0,0,1,21.1,0,8,1,33.2,8,1,0,1,8,,,,1,0,1,8,1,2.5,5,1,5.3,8,2008/1/9 00:30,8,東北東,8,1,7.0,8,2008/1/9 00:30,8,東北東,8,1,,0,1,65,8,1,3.6,8,1,50,8,2008/1/9 13:08,8,1,985.2,8,1,987.9,8,1,986.3,0,8,2008/1/9 00:04,0,8,1,2.3,8,1,晴,8,1,晴後曇,8,1
2008/1/10,-1.3,8,1,-0.4,8,2008/1/10 11:56,8,1,-2.5,8,2008/1/11 0:00,8,1,,,0,1,,,0,,0,0,1,0.2,0,8,1,11.7,8,1,0,1,8,,,,1,0,1,8,1,10.7,8,1,17.1,8,2008/1/10 17:00,8,北東,8,1,20.9,8,2008/1/10 14:29,8,東北東,8,1,,0,1,64,8,1,3.6,8,1,54,8,2008/1/10 23:42,8,1,985.7,8,1,988.4,8,1,986.0,0,8,2008/1/11 0:00,0,8,1,10.0,8,1,曇,8,1,曇後一時晴,8,1
2008/1/11,-0.7,8,1,0.5,8,2008/1/11 16:05,8,1,-2.9,8,2008/1/11 01:52,8,1,,,0,1,,,0,,0,0,1,11.7,0,8,1,29.1,8,1,0,1,8,,,,1,0,1,8,1,15.3,8,1,21.7,8,2008/1/11 07:40,8,東北東,8,1,27.0,8,2008/1/11 07:33,8,東北東,8,1,,0,1,76,8,1,4.4,8,1,57,8,2008/1/11 02:29,8,1,984.2,8,1,986.9,8,1,983.7,0,8,2008/1/11 07:14,0,8,1,10.0,8,1,曇時々雪,8,1,雪後曇,8,1
2008/1/12,-0.2,8,1,1.8,8,2008/1/12 12:38,8,1,-1.9,8,2008/1/12 23:58,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,18.8,8,1,0,1,8,,,,1,0,1,8,1,9.6,8,1,18.6,8,2008/1/12 04:20,8,東北東,8,1,24.0,8,2008/1/12 04:08,8,東北東,8,1,,0,1,71,8,1,4.3,8,1,52,8,2008/1/12 22:22,8,1,986.7,8,1,989.4,8,1,988.8,0,8,2008/1/12 03:42,0,8,1,10.0,8,1,曇,8,1,曇後一時晴,8,1
2008/1/13,-1.9,8,1,0.1,8,2008/1/13 14:59,8,1,-5.0,8,2008/1/13 23:49,8,1,,,0,1,,,0,,0,0,1,23.5,0,8,1,32.4,8,1,0,1,8,,,,1,0,1,8,1,2.8,8,1,6.8,8,2008/1/13 00:40,8,東北東,8,1,8.8,8,2008/1/13 00:37,8,東北東,8,1,,0,1,55,8,1,2.9,8,1,41,8,2008/1/13 13:01,8,1,984.4,8,1,987.1,8,1,986.0,0,8,2008/1/13 21:24,0,8,1,5.0,8,1,晴一時薄曇,8,1,晴後一時薄曇,8,1
2008/1/14,-2.5,8,1,0.8,8,2008/1/14 15:53,8,1,-5.9,8,2008/1/14 02:02,8,1,,,0,1,,,0,,0,0,1,21.5,0,8,1,31.7,8,1,0,1,8,,,,1,0,1,8,1,5.1,8,1,10.3,8,2008/1/14 06:10,8,東北東,8,1,13.1,8,2008/1/14 07:54,8,東北東,8,1,,0,1,60,8,1,3.0,8,1,49,8,2008/1/14 07:43,8,1,983.0,8,1,985.7,8,1,984.2,0,8,2008/1/14 21:53,0,8,1,7.3,8,1,晴時々薄曇,8,1,薄曇後一時晴,8,1
2008/1/15,-1.7,8,1,1.6,8,2008/1/15 16:54,8,1,-4.5,8,2008/1/15 03:19,8,1,,,0,1,,,0,,0,0,1,9.8,0,8,1,26.8,8,1,0,1,8,,,,1,0,1,8,1,7.0,8,1,11.2,8,2008/1/15 04:00,8,東北東,8,1,13.7,8,2008/1/15 03:53,8,東北東,8,1,,0,1,61,8,1,3.3,8,1,45,8,2008/1/15 16:57,8,1,979.2,8,1,981.9,8,1,979.2,0,8,2008/1/15 21:23,0,8,1,10.0,8,1,薄曇,8,1,曇,8,1
2008/1/16,-0.5,8,1,1.9,8,2008/1/16 14:38,8,1,-2.7,8,2008/1/16 04:54,8,1,,,0,1,,,0,,0,0,1,6.3,0,8,1,23.8,8,1,0,1,8,,,,1,0,1,8,1,4.4,8,1,13.0,8,2008/1/16 01:30,8,北東,8,1,15.7,8,2008/1/16 01:26,8,北東,8,1,,0,1,57,8,1,3.4,8,1,40,8,2008/1/16 14:44,8,1,979.3,8,1,982.0,8,1,979.2,0,8,2008/1/16 01:28,0,8,1,10.0,8,1,薄曇,8,1,薄曇,8,1
2008/1/17,-1.3,8,1,0.9,8,2008/1/17 15:28,8,1,-3.9,8,2008/1/17 02:56,8,1,,,0,1,,,0,,0,0,1,1.4,0,8,1,21.4,8,1,0,1,8,,,,1,0,1,8,1,2.8,8,1,6.6,8,2008/1/17 23:20,8,北東,8,1,8.4,8,2008/1/17 23:05,8,北東,8,1,,0,1,76,8,1,4.3,8,1,59,8,2008/1/17 06:34,8,1,984.5,8,1,987.2,8,1,984.5,0,8,2008/1/17 00:17,0,8,1,10.0,8,1,雪一時曇,8,1,曇時々雪,8,1
2008/1/18,-1.7,8,1,-0.6,8,2008/1/18 16:33,8,1,-3.3,8,2008/1/18 23:59,8,1,,,0,1,,,0,,0,0,1,0.4,0,8,1,16.3,8,1,1,0,8,,,,1,1,0,8,1,4.4,8,1,8.5,8,2008/1/18 04:50,8,東北東,8,1,11.0,8,2008/1/18 05:07,8,東北東,8,1,,0,1,67,8,1,3.6,8,1,52,8,2008/1/18 12:07,8,1,985.3,8,1,988.0,8,1,987.8,0,8,2008/1/19 0:00,0,8,1,10.0,8,1,曇,8,1,雪一時曇,8,1
2008/1/19,-2.7,8,1,-1.8,8,2008/1/19 20:53,8,1,-3.7,8,2008/1/19 05:06,8,1,,,0,1,,,0,,0,0,1,2.4,0,8,1,21.0,8,1,2,0,8,,,,1,1,0,8,1,5.1,8,1,10.1,8,2008/1/19 13:40,8,北東,8,1,12.5,8,2008/1/19 13:37,8,北東,8,1,,0,1,81,8,1,4.1,8,1,71,8,2008/1/19 23:55,8,1,985.6,8,1,988.3,8,1,987.8,0,8,2008/1/19 07:07,0,8,1,10.0,8,1,雪後一時曇,8,1,薄曇後雪,8,1
2008/1/20,-2.1,8,1,0.2,8,2008/1/20 15:55,8,1,-4.2,8,2008/1/20 23:43,8,1,,,0,1,,,0,,0,0,1,14.3,0,8,1,27.7,8,1,0,1,8,,,,1,0,1,8,1,3.4,8,1,6.8,8,2008/1/20 07:10,8,東北東,8,1,9.3,8,2008/1/20 07:01,8,東北東,8,1,,0,1,66,8,1,3.5,8,1,52,8,2008/1/20 16:18,8,1,985.4,8,1,988.1,8,1,987.7,0,8,2008/1/20 07:40,0,8,1,10.0,8,1,薄曇,8,1,薄曇,8,1
2008/1/21,-2.4,8,1,1.4,8,2008/1/21 16:00,8,1,-4.9,8,2008/1/21 04:14,8,1,,,0,1,,,0,,0,0,1,16.0,0,8,1,28.4,8,1,0,1,8,,,,1,0,1,8,1,3.4,8,1,5.5,8,2008/1/21 10:40,8,北東,8,1,7.0,8,2008/1/21 09:35,8,北北東,8,1,,0,1,68,8,1,3.5,8,1,52,8,2008/1/21 17:51,8,1,986.2,8,1,988.9,8,1,988.6,0,8,2008/1/21 20:56,0,8,1,6.5,8,1,薄曇後晴,8,1,快晴,8,1
2008/1/22,-3.1,8,1,0.5,8,2008/1/22 17:20,8,1,-6.0,8,2008/1/22 04:02,8,1,,,0,1,,,0,,0,0,1,21.1,0,8,1,30.2,8,1,0,1,8,,,,1,0,1,8,1,1.8,8,1,3.8,8,2008/1/22 22:50,8,南,8,1,4.5,8,2008/1/22 22:41,8,南,8,1,,0,1,65,8,1,3.1,8,1,43,8,2008/1/22 17:15,8,1,988.8,8,1,991.6,8,1,989.6,0,8,2008/1/22 00:01,0,8,1,2.3,8,1,晴,8,1,快晴,8,1
2008/1/23,-2.8,8,1,1.2,8,2008/1/23 13:58,8,1,-6.4,8,2008/1/23 03:30,8,1,,,0,1,,,0,,0,0,1,19.6,0,8,1,29.8,8,1,0,1,8,,,,1,0,1,8,1,2.5,5,1,6.0,8,2008/1/23 19:40,8,南,8,1,7.4,8,2008/1/23 19:40,8,南,8,1,,0,1,57,8,1,2.8,8,1,43,8,2008/1/23 13:16,8,1,988.9,8,1,991.6,8,1,989.3,0,8,2008/1/23 23:47,0,8,1,4.5,8,1,晴後時々薄曇,8,1,晴,8,1
2008/1/24,-2.5,8,1,0.6,8,2008/1/24 16:03,8,1,-5.8,8,2008/1/24 04:51,8,1,,,0,1,,,0,,0,0,1,19.7,0,8,1,29.8,8,1,0,1,8,,,,1,0,1,8,1,2.5,8,1,5.1,8,2008/1/24 14:40,8,南,8,1,6.5,8,2008/1/24 14:54,8,南,8,1,,0,1,56,8,1,2.8,8,1,33,8,2008/1/24 11:21,8,1,984.8,8,1,987.5,8,1,986.2,0,8,2008/1/24 18:24,0,8,1,1.3,8,1,快晴,8,1,晴,8,1
2008/1/25,-4.4,8,1,-1.3,8,2008/1/25 13:13,8,1,-10.5,8,2008/1/25 02:49,8,1,,,0,1,,,0,,0,0,1,19.1,0,8,1,28.3,8,1,0,1,8,,,,1,0,1,8,1,2.4,8,1,6.2,8,2008/1/25 12:40,8,北東,8,1,8.0,8,2008/1/25 12:39,8,北東,8,1,,0,1,71,8,1,3.2,8,1,56,8,2008/1/25 09:29,8,1,988.2,8,1,990.9,8,1,987.6,0,8,2008/1/25 00:01,0,8,1,8.0,8,1,薄曇一時晴,8,1,薄曇,8,1
2008/1/26,-2.3,8,1,1.4,8,2008/1/26 14:41,8,1,-5.6,8,2008/1/26 02:32,8,1,,,0,1,,,0,,0,0,1,20.2,0,8,1,28.6,8,1,0,1,8,,,,1,0,1,8,1,4.4,8,1,10.3,8,2008/1/26 05:10,8,北東,8,1,13.3,8,2008/1/26 06:00,8,北東,8,1,,0,1,56,8,1,2.9,8,1,39,8,2008/1/26 16:25,8,1,985.9,8,1,988.6,8,1,984.8,0,8,2008/1/27 0:00,0,8,1,10.0,8,1,薄曇,8,1,薄曇後晴,8,1
2008/1/27,-2.1,8,1,1.5,8,2008/1/27 15:22,8,1,-5.3,8,2008/1/27 04:53,8,1,,,0,1,,,0,,0,0,1,19.4,0,8,1,28.7,8,1,0,1,8,,,,1,0,1,8,1,7.0,8,1,13.1,8,2008/1/27 02:30,8,東北東,8,1,17.1,8,2008/1/27 02:20,8,東北東,8,1,,0,1,49,8,1,2.5,8,1,27,8,2008/1/27 17:45,8,1,981.0,8,1,983.7,8,1,982.7,0,8,2008/1/27 19:57,0,8,1,3.3,8,1,晴,8,1,晴時々薄曇,8,1
2008/1/28,-2.9,8,1,0.3,8,2008/1/28 15:33,8,1,-5.5,8,2008/1/28 05:12,8,1,,,0,1,,,0,,0,0,1,19.6,0,8,1,28.6,8,1,0,1,8,,,,1,0,1,8,1,6.1,8,1,12.6,8,2008/1/28 02:40,8,東,8,1,16.0,8,2008/1/28 01:24,8,東,8,1,,0,1,54,8,1,2.7,8,1,41,8,2008/1/28 14:38,8,1,982.8,8,1,985.5,8,1,984.1,0,8,2008/1/28 00:08,0,8,1,0.0,8,1,快晴,8,1,晴,8,1
2008/1/29,-3.4,8,1,-1.5,8,2008/1/29 14:58,8,1,-6.7,8,2008/1/29 03:36,8,1,,,0,1,,,0,,0,0,1,4.0,0,8,1,16.0,8,1,0,1,8,,,,1,0,1,8,1,9.1,8,1,16.4,8,2008/1/29 21:40,8,東北東,8,1,20.8,8,2008/1/29 23:35,8,東北東,8,1,,0,1,65,8,1,3.1,8,1,55,8,2008/1/29 08:31,8,1,982.3,8,1,985.0,8,1,983.1,0,8,2008/1/29 21:45,0,8,1,7.3,8,1,曇,8,1,曇一時雪,8,1
2008/1/30,-1.6,8,1,0.2,8,2008/1/30 15:51,8,1,-3.2,8,2008/1/30 04:51,8,1,,,0,1,,,0,,0,0,1,4.6,0,8,1,19.3,8,1,0,1,8,,,,1,0,1,8,1,14.7,8,1,20.5,8,2008/1/30 21:50,8,東北東,8,1,25.5,8,2008/1/30 20:16,8,東北東,8,1,,0,1,59,8,1,3.2,8,1,46,8,2008/1/30 13:12,8,1,976.9,8,1,979.6,8,1,975.7,0,8,2008/1/30 20:17,0,8,1,10.0,8,1,曇,8,1,曇一時雪,8,1
2008/1/31,0.5,8,1,3.0,8,2008/1/31 14:28,8,1,-2.1,8,2008/1/31 00:52,8,1,,,0,1,,,0,,0,0,1,1.1,0,8,1,13.2,8,1,0,1,8,,,,1,0,1,8,1,8.0,8,1,20.1,8,2008/1/31 02:50,8,東北東,8,1,24.5,8,2008/1/31 02:47,8,東北東,8,1,,0,1,64,8,1,4.0,8,1,53,8,2008/1/31 12:31,8,1,972.7,8,1,975.4,8,1,974.2,0,8,2008/1/31 22:30,0,8,1,9.8,8,1,曇,8,1,曇,8,1
2008/2/1,1.2,8,1,5.1,8,2008/2/1 16:03,8,1,-2.1,8,2008/2/1 03:21,8,1,,,0,1,,,0,,0,0,1,15.7,0,8,1,24.0,8,1,0,1,8,,,,1,0,1,8,1,4.1,8,1,10.1,8,2008/2/1 05:00,8,東,8,1,13.2,8,2008/2/1 04:57,8,東,8,1,,0,1,53,8,1,3.5,8,1,35,8,2008/2/1 17:10,8,1,973.2,8,1,975.8,8,1,974.5,0,8,2008/2/1 06:22,0,8,1,9.5,8,1,薄曇,8,1,薄曇後晴,8,1
2008/2/2,0.1,8,1,4.3,8,2008/2/2 15:20,8,1,-3.2,8,2008/2/2 03:37,8,1,,,0,1,,,0,,0,0,1,18.8,0,8,1,26.5,8,1,0,1,8,,,,1,0,1,8,1,5.9,8,1,11.5,8,2008/2/2 04:40,8,東北東,8,1,14.1,8,2008/2/2 04:07,8,東北東,8,1,,0,1,52,8,1,3.1,8,1,32,8,2008/2/2 15:55,8,1,977.0,8,1,979.7,8,1,977.8,0,8,2008/2/2 00:28,0,8,1,5.5,8,1,晴,8,1,晴,8,1
2008/2/3,-1.1,8,1,1.2,8,2008/2/3 13:14,8,1,-4.2,8,2008/2/3 05:05,8,1,,,0,1,,,0,,0,0,1,5.9,0,8,1,17.9,8,1,0,1,8,,,,1,0,1,8,1,5.4,8,1,9.4,8,2008/2/3 02:50,8,東北東,8,1,11.6,8,2008/2/3 08:23,8,東,8,1,,0,1,61,8,1,3.5,8,1,51,8,2008/2/3 13:25,8,1,981.8,8,1,984.5,8,1,981.7,0,8,2008/2/3 00:33,0,8,1,7.3,8,1,曇一時晴,8,1,曇一時晴,8,1
2008/2/4,-0.8,8,1,2.0,8,2008/2/4 16:14,8,1,-4.4,8,2008/2/4 23:21,8,1,,,0,1,,,0,,0,0,1,8.5,0,8,1,19.3,8,1,0,1,8,,,,1,0,1,8,1,5.2,8,1,8.6,8,2008/2/4 01:50,8,東,8,1,11.4,8,2008/2/4 01:42,8,東,8,1,,0,1,60,8,1,3.4,8,1,41,8,2008/2/4 23:53,8,1,977.4,8,1,980.1,8,1,970.7,0,8,2008/2/5 0:00,0,8,1,6.0,8,1,曇後晴,8,1,快晴,8,1
2008/2/5,-4.1,8,1,-0.4,8,2008/2/5 15:38,8,1,-6.8,8,2008/2/5 23:38,8,1,,,0,1,,,0,,0,0,1,18.3,0,8,1,25.8,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,8.9,8,2008/2/5 09:30,8,北東,8,1,11.4,8,2008/2/5 09:21,8,東北東,8,1,,0,1,59,8,1,2.7,8,1,43,8,2008/2/5 08:53,8,1,966.9,8,1,969.6,8,1,967.8,0,8,2008/2/5 08:44,0,8,1,0.0,8,1,快晴,8,1,快晴,8,1
2008/2/6,-3.4,8,1,1.7,8,2008/2/6 17:09,8,1,-8.6,8,2008/2/6 04:38,8,1,,,0,1,,,0,,0,0,1,17.6,0,8,1,25.0,8,1,0,1,8,,,,1,0,1,8,1,2.2,8,1,6.6,8,2008/2/6 07:20,8,北北東,8,1,10.6,8,2008/2/6 07:16,8,北北東,8,1,,0,1,66,8,1,3.1,8,1,48,8,2008/2/6 16:13,8,1,973.5,8,1,976.2,8,1,972.8,0,8,2008/2/6 00:08,0,8,1,1.0,8,1,快晴,8,1,曇一時晴,8,1
2008/2/7,-3.7,8,1,-1.0,8,2008/2/7 12:48,8,1,-6.1,8,2008/2/7 00:54,8,1,,,0,1,,,0,,0,0,1,10.8,0,8,1,21.8,8,1,0,1,8,,,,1,0,1,8,1,3.5,8,1,10.9,8,2008/2/7 12:40,8,北東,8,1,12.8,8,2008/2/7 12:27,8,北東,8,1,,0,1,72,8,1,3.3,8,1,57,8,2008/2/7 16:39,8,1,979.9,8,1,982.6,8,1,978.9,0,8,2008/2/7 00:15,0,8,1,8.3,8,1,曇後晴,8,1,晴一時薄曇,8,1
