ダウンロードした時刻：2021/03/10 11:46:05

,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）
2000/1/28,-3.6,8,1,0.2,8,2000/1/28 14:07,8,1,-7.6,8,2000/1/28 03:48,8,1,,,0,1,,,0,,0,0,1,13.9,0,8,1,27.4,8,1,3,0,8,,,,1,,,0,1,3.0,8,1,7.9,8,2000/1/28 02:50,8,東北東,8,1,10.4,8,2000/1/28 02:45,8,東北東,8,1,,0,1,61,8,1,2.9,8,1,45,8,2000/1/28 10:22,8,1,981.7,8,1,984.3,8,1,0,1,8,,1,,1,4.0,8,1,晴後一時曇,8,1,晴後時々曇,8,1
2000/1/29,-3.2,8,1,-1.2,8,2000/1/29 11:43,8,1,-5.7,8,2000/1/29 01:05,8,1,,,0,1,,,0,,0,0,1,3.0,0,8,1,20.1,8,1,3,0,8,,,,1,,,0,1,2.6,8,1,4.8,8,2000/1/29 09:30,8,北東,8,1,6.9,8,2000/1/29 21:38,8,北東,8,1,,0,1,74,8,1,3.6,8,1,62,8,2000/1/29 12:08,8,1,984.4,8,1,987.0,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,雪一時曇,8,1
2000/1/30,-3.2,8,1,-0.7,8,2000/1/30 17:04,8,1,-8.2,8,2000/1/30 23:00,8,1,,,0,1,,,0,,0,0,1,7.7,0,8,1,20.1,8,1,4,0,8,,,,1,,,0,1,1.9,8,1,4.3,8,2000/1/30 16:20,8,西,8,1,6.1,8,2000/1/30 12:58,8,南西,8,1,,0,1,81,8,1,3.9,8,1,58,8,2000/1/30 12:38,8,1,990.0,8,1,992.6,8,1,0,1,8,,1,,1,7.3,8,1,雪後曇時々晴,8,1,快晴,8,1
2000/1/31,-4.3,8,1,1.1,8,2000/1/31 16:03,8,1,-9.6,8,2000/1/31 00:50,8,1,,,0,1,,,0,,0,0,1,18.1,0,8,1,27.6,8,1,3,0,8,,,,1,,,0,1,2.3,8,1,7.7,8,2000/1/31 22:30,8,北東,8,1,10.0,8,2000/1/31 22:31,8,北東,8,1,,0,1,69,8,1,3.1,8,1,48,8,2000/1/31 16:03,8,1,995.0,8,1,997.6,8,1,0,1,8,,1,,1,3.5,8,1,晴後時々薄曇,8,1,薄曇,8,1
2000/2/1,-1.2,8,1,1.4,8,2000/2/1 15:16,8,1,-5.6,8,2000/2/1 01:37,8,1,,,0,1,,,0,,0,0,1,1.0,0,8,1,15.0,8,1,3,0,8,,,,1,,,0,1,4.6,8,1,12.4,8,2000/2/1 12:10,8,北東,8,1,18.1,8,2000/2/1 11:52,8,北東,8,1,,0,1,61,8,1,3.4,8,1,49,8,2000/2/1 12:01,8,1,993.9,8,1,996.5,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,曇,8,1
2000/2/2,-1.3,8,1,2.8,8,2000/2/2 14:08,8,1,-5.3,8,2000/2/2 23:53,8,1,,,0,1,,,0,,0,0,1,17.7,0,8,1,26.9,8,1,2,0,8,,,,1,,,0,1,5.8,8,1,18.1,8,2000/2/2 23:40,8,東,8,1,25.4,8,2000/2/2 22:58,8,東,8,1,,0,1,50,8,1,2.8,8,1,35,8,2000/2/2 17:02,8,1,990.8,8,1,993.3,8,1,0,1,8,,1,,1,5.0,8,1,曇後晴,8,1,快晴,8,1
2000/2/3,-4.2,8,1,-1.1,8,2000/2/3 15:30,8,1,-7.0,8,2000/2/3 03:39,8,1,,,0,1,,,0,,0,0,1,18.7,0,8,1,27.1,8,1,2,0,8,,,,1,,,0,1,11.0,8,1,19.5,8,2000/2/3 04:30,8,東,8,1,26.4,8,2000/2/3 03:27,8,東,8,1,,0,1,55,8,1,2.5,8,1,47,8,2000/2/3 10:16,8,1,982.7,8,1,985.3,8,1,0,1,8,,1,,1,0.3,8,1,快晴,8,1,晴後時々曇,8,1
2000/2/4,-3.4,8,1,-1.4,8,2000/2/4 11:29,8,1,-6.6,8,2000/2/4 02:20,8,1,,,0,1,,,0,,0,0,1,8.9,0,8,1,22.4,8,1,2,0,8,,,,1,,,0,1,10.4,8,1,14.7,8,2000/2/4 08:50,8,東北東,8,1,18.3,8,2000/2/4 08:46,8,東北東,8,1,,0,1,63,8,1,3.0,8,1,51,8,2000/2/4 07:39,8,1,984.0,8,1,986.6,8,1,0,1,8,,1,,1,8.3,8,1,晴後曇,8,1,曇,8,1
2000/2/5,-0.7,8,1,3.0,8,2000/2/5 16:18,8,1,-3.5,8,2000/2/5 05:18,8,1,,,0,1,,,0,,0,0,1,6.1,0,8,1,19.3,8,1,2,0,8,,,,1,,,0,1,7.8,8,1,14.5,8,2000/2/5 00:50,8,東北東,8,1,19.4,8,2000/2/5 22:44,8,東,8,1,,0,1,60,8,1,3.5,8,1,42,8,2000/2/5 16:11,8,1,976.0,8,1,978.5,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,薄曇,8,1
2000/2/6,-0.3,8,1,1.7,8,2000/2/6 17:19,8,1,-2.7,8,2000/2/6 04:01,8,1,,,0,1,,,0,,0,0,1,3.2,0,8,1,14.9,8,1,2,0,8,,,,1,,,0,1,9.7,8,1,17.4,8,2000/2/6 21:10,8,北東,8,1,22.8,8,2000/2/6 22:04,8,北東,8,1,,0,1,67,8,1,4.0,8,1,52,8,2000/2/6 07:01,8,1,969.4,8,1,971.9,8,1,969.1,0,8,2000/2/6 06:44,0,8,1,9.8,8,1,曇一時雪,8,1,曇後雪一時ふぶき,8,1
2000/2/7,-1.1,8,1,0.6,8,2000/2/7 13:32,8,1,-2.5,8,2000/2/8 0:00,8,1,,,0,1,,,0,,0,0,1,2.5,0,8,1,18.8,8,1,8,0,8,,,,1,,,0,1,9.7,8,1,14.4,8,2000/2/7 01:00,8,北東,8,1,18.9,8,2000/2/7 00:06,8,東北東,8,1,,0,1,80,8,1,4.5,8,1,68,8,2000/2/7 23:36,8,1,981.7,8,1,984.2,8,1,0,1,8,,1,,1,10.0,8,1,雪,8,1,雪時々曇後晴,8,1
2000/2/8,-2.8,8,1,0.6,8,2000/2/8 14:26,8,1,-6.0,8,2000/2/8 22:02,8,1,,,0,1,,,0,,0,0,1,13.9,0,8,1,23.7,8,1,4,0,8,,,,1,,,0,1,2.5,8,1,6.1,8,2000/2/8 00:30,8,北東,8,1,8.0,8,2000/2/8 00:25,8,北東,8,1,,0,1,65,8,1,3.3,8,1,53,8,2000/2/8 21:10,8,1,982.3,8,1,984.9,8,1,0,1,8,,1,,1,3.0,8,1,快晴,8,1,曇一時晴,8,1
2000/2/9,-4.5,8,1,-3.8,8,2000/2/9 22:46,8,1,-5.4,8,2000/2/9 15:50,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,7.9,8,1,13,0,8,,,,1,,,0,1,8.1,8,1,15.3,8,2000/2/9 22:40,8,北東,8,1,20.1,8,2000/2/9 22:35,8,北東,8,1,,0,1,75,8,1,3.3,8,1,58,8,2000/2/9 13:05,8,1,984.8,8,1,987.4,8,1,0,1,8,,1,,1,10.0,8,1,雪,8,1,雪後ふぶき,8,1
2000/2/10,-4.1,8,1,-3.6,8,2000/2/10 13:54,8,1,-6.3,8,2000/2/10 23:04,8,1,,,0,1,,,0,,0,0,1,1.7,0,8,1,11.4,8,1,24,0,5,,,,1,,,0,1,10.2,8,1,15.2,8,2000/2/10 09:30,8,北東,8,1,20.8,8,2000/2/10 08:33,8,北東,8,1,,0,1,88,8,1,4.0,8,1,85,8,2000/2/10 20:22,8,1,982.4,8,1,985.0,8,1,0,1,8,,1,,1,8.0,8,1,ふぶき後雪,8,1,曇一時晴,8,1
2000/2/11,-6.3,8,1,-2.2,8,2000/2/11 16:44,8,1,-10.2,8,2000/2/11 04:27,8,1,,,0,1,,,0,,0,0,1,11.9,0,8,1,22.0,8,1,17,0,8,,,,1,,,0,1,2.0,8,1,4.0,8,2000/2/11 22:40,8,北東,8,1,5.4,8,2000/2/11 12:57,8,西,8,1,,0,1,80,8,1,3.1,8,1,56,8,2000/2/11 22:11,8,1,989.7,8,1,992.3,8,1,0,1,8,,1,,1,6.0,8,1,晴一時曇,8,1,晴後薄曇,8,1
2000/2/12,-6.7,8,1,-3.1,8,2000/2/12 15:51,8,1,-9.7,8,2000/2/12 01:19,8,1,,,0,1,,,0,,0,0,1,17.1,0,8,1,24.1,8,1,16,0,8,,,,1,,,0,1,4.9,8,1,13.0,8,2000/2/13 0:00,8,東北東,8,1,17.3,8,2000/2/12 23:43,8,東北東,8,1,,0,1,51,8,1,1.9,8,1,36,8,2000/2/12 12:19,8,1,982.1,8,1,984.7,8,1,0,1,8,,1,,1,5.8,8,1,晴一時薄曇,8,1,晴後曇時々雪,8,1
2000/2/13,-4.8,8,1,-3.1,8,2000/2/13 22:42,8,1,-8.6,8,2000/2/13 00:32,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,11.6,8,1,15,0,8,,,,1,,,0,1,14.3,8,1,18.8,8,2000/2/13 11:30,8,東北東,8,1,24.3,8,2000/2/13 11:34,8,東北東,8,1,,0,1,77,8,1,3.4,8,1,55,8,2000/2/13 00:05,8,1,975.4,8,1,978.0,8,1,0,1,8,,1,,1,10.0,8,1,曇一時地ふぶき,8,1,曇,8,1
2000/2/14,-2.7,8,1,-1.6,8,2000/2/14 15:49,8,1,-5.7,8,2000/2/15 0:00,8,1,,,0,1,,,0,,0,0,1,0.7,0,8,1,13.6,8,1,18,0,8,,,,1,,,0,1,13.7,8,1,22.5,8,2000/2/14 03:20,8,東北東,8,1,28.6,8,2000/2/14 02:03,8,東北東,8,1,,0,1,75,8,1,3.8,8,1,57,8,2000/2/14 23:10,8,1,979.0,8,1,981.6,8,1,0,1,8,,1,,1,9.3,8,1,曇,8,1,晴一時雪,8,1
2000/2/15,-4.5,8,1,-1.9,8,2000/2/15 14:39,8,1,-6.6,8,2000/2/15 07:59,8,1,,,0,1,,,0,,0,0,1,15.5,0,8,1,22.3,8,1,13,0,8,,,,1,,,0,1,2.5,8,1,7.6,8,2000/2/15 23:40,8,東北東,8,1,9.2,8,2000/2/15 23:31,8,東北東,8,1,,0,1,61,8,1,2.7,8,1,46,8,2000/2/15 14:30,8,1,987.4,8,1,990.0,8,1,0,1,8,,1,,1,4.5,8,1,晴,8,1,曇,8,1
2000/2/16,-3.4,8,1,-0.8,8,2000/2/16 13:11,8,1,-7.3,8,2000/2/16 01:09,8,1,,,0,1,,,0,,0,0,1,2.4,0,8,1,12.1,8,1,14,0,5,,,,1,,,0,1,4.0,8,1,6.9,8,2000/2/16 17:10,8,南,8,1,9.0,8,2000/2/16 01:09,8,東,8,1,,0,1,64,8,1,3.1,8,1,49,8,2000/2/16 22:01,8,1,985.8,8,1,988.4,8,1,0,1,8,,1,,1,9.5,8,1,曇一時晴,8,1,晴一時曇,8,1
2000/2/17,-8.2,8,1,-5.0,8,2000/2/17 00:03,8,1,-11.2,8,2000/2/17 08:59,8,1,,,0,1,,,0,,0,0,1,15.0,0,8,1,19.8,8,1,13,0,8,,,,1,,,0,1,3.1,8,1,6.1,8,2000/2/17 03:40,8,南南西,8,1,7.4,8,2000/2/17 03:28,8,南南西,8,1,,0,1,71,8,1,2.3,8,1,56,8,2000/2/17 15:22,8,1,967.5,8,1,970.1,8,1,967.4,0,8,2000/2/17 10:42,0,8,1,8.0,8,1,薄曇一時晴,8,1,薄曇,8,1
2000/2/18,-6.5,8,1,-3.3,8,2000/2/18 21:49,8,1,-11.3,8,2000/2/18 06:38,8,1,,,0,1,,,0,,0,0,1,1.5,0,8,1,8.1,8,1,13,0,8,,,,1,,,0,1,5.0,8,1,9.5,8,2000/2/18 23:40,8,北東,8,1,12.3,8,2000/2/18 23:46,8,北東,8,1,,0,1,73,8,1,2.8,8,1,56,8,2000/2/18 16:53,8,1,974.5,8,1,977.1,8,1,0,1,8,,1,,1,10.0,8,1,曇後雪,8,1,曇後雪,8,1
2000/2/19,-3.1,8,1,-1.1,8,2000/2/19 17:40,8,1,-4.9,8,2000/2/19 23:37,8,1,,,0,1,,,0,,0,0,1,3.9,0,8,1,13.1,8,1,13,0,8,,,,1,,,0,1,6.1,8,1,11.0,8,2000/2/19 00:30,8,北東,8,1,13.5,8,2000/2/19 00:22,8,北東,8,1,,0,1,66,8,1,3.2,8,1,53,8,2000/2/19 17:42,8,1,973.9,8,1,976.5,8,1,0,1,8,,1,,1,9.0,8,1,曇時々晴,8,1,晴時々曇,8,1
2000/2/20,-3.9,8,1,-1.3,8,2000/2/20 11:29,8,1,-6.9,8,2000/2/21 0:00,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,7.1,8,1,13,0,8,,,,1,,,0,1,3.4,8,1,8.4,8,2000/2/20 07:40,8,東,8,1,11.1,8,2000/2/20 07:20,8,東,8,1,,0,1,66,8,1,3.1,8,1,49,8,2000/2/20 05:24,8,1,971.5,8,1,974.1,8,1,0,1,8,,1,,1,9.0,8,1,曇後時々雪,8,1,雪後曇,8,1
2000/2/21,-9.3,8,1,-6.9,8,2000/2/21 00:02,8,1,-11.3,8,2000/2/21 23:19,8,1,,,0,1,,,0,,0,0,1,7.4,0,8,1,15.2,8,1,13,0,8,,,,1,,,0,1,3.2,8,1,5.3,8,2000/2/21 17:10,8,北東,8,1,7.0,8,2000/2/21 17:03,8,北北東,8,1,,0,1,76,8,1,2.3,8,1,69,8,2000/2/21 14:34,8,1,977.0,8,1,979.6,8,1,0,1,8,,1,,1,7.3,8,1,曇後時々晴,8,1,快晴,8,1
2000/2/22,-8.9,8,1,-3.4,8,2000/2/22 13:22,8,1,-14.0,8,2000/2/22 04:32,8,1,,,0,1,,,0,,0,0,1,10.7,0,8,1,17.3,8,1,11,0,8,,,,1,,,0,1,2.3,8,1,5.4,8,2000/2/23 0:00,8,北北東,8,1,8.1,8,2000/2/22 23:55,8,北北東,8,1,,0,1,72,8,1,2.3,8,1,58,8,2000/2/22 13:24,8,1,989.2,8,1,991.8,8,1,0,1,8,,1,,1,4.8,8,1,晴後時々曇,8,1,曇後雪,8,1
2000/2/23,-5.0,8,1,-2.2,8,2000/2/23 18:23,8,1,-7.3,8,2000/2/23 23:55,8,1,,,0,1,,,0,,0,0,1,11.6,0,8,1,17.9,8,1,13,0,8,,,,1,,,0,1,4.1,8,1,7.0,8,2000/2/23 14:20,8,南,8,1,8.8,8,2000/2/23 14:20,8,南,8,1,,0,1,63,8,1,2.7,8,1,40,8,2000/2/23 09:39,8,1,984.6,8,1,987.2,8,1,0,1,8,,1,,1,5.5,8,1,曇後晴,8,1,快晴,8,1
2000/2/24,-6.4,8,1,-3.4,8,2000/2/24 16:50,8,1,-8.9,8,2000/2/24 04:07,8,1,,,0,1,,,0,,0,0,1,13.9,0,8,1,19.0,8,1,13,0,8,,,,1,,,0,1,2.1,8,1,6.2,8,2000/2/24 01:50,8,北東,8,1,8.2,8,2000/2/24 01:20,8,東北東,8,1,,0,1,49,8,1,1.8,8,1,36,8,2000/2/24 11:10,8,1,980.8,8,1,983.4,8,1,0,1,8,,1,,1,2.5,8,1,晴,8,1,曇,8,1
2000/2/25,-4.7,8,1,-2.5,8,2000/2/25 17:08,8,1,-8.4,8,2000/2/25 01:49,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,9.7,8,1,15,0,8,,,,1,,,0,1,10.9,8,1,18.9,8,2000/2/25 23:50,8,北東,8,1,24.4,8,2000/2/25 21:44,8,北東,8,1,,0,1,73,8,1,3.3,8,1,48,8,2000/2/25 06:44,8,1,983.0,8,1,985.6,8,1,0,1,8,,1,,1,10.0,8,1,雪時々曇、ふぶきを伴う,8,1,ふぶき後曇,8,1
2000/2/26,-2.4,8,1,-1.3,8,2000/2/26 12:10,8,1,-3.4,8,2000/2/26 01:47,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,10.9,8,1,15,0,8,,,,1,,,0,1,13.2,8,1,17.6,8,2000/2/26 22:40,8,北東,8,1,24.1,8,2000/2/26 00:02,8,北東,8,1,,0,1,85,8,1,4.4,8,1,76,8,2000/2/26 06:45,8,1,983.2,8,1,985.8,8,1,0,1,8,,1,,1,10.0,8,1,雪,8,1,ふぶき一時曇,8,1
2000/2/27,-3.7,8,1,-2.5,8,2000/2/27 09:57,8,1,-4.7,8,2000/2/27 22:57,8,1,,,0,1,,,0,,0,0,1,3.6,0,8,1,11.8,8,1,13,0,8,,,,1,,,0,1,13.2,8,1,19.4,8,2000/2/27 21:40,8,東,8,1,25.3,8,2000/2/27 22:33,8,東,8,1,,0,1,74,8,1,3.4,8,1,49,8,2000/2/27 10:32,8,1,971.9,8,1,974.5,8,1,960.2,0,8,2000/2/28 0:00,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2000/2/28,-2.9,8,1,-1.2,8,2000/2/28 13:51,8,1,-4.7,8,2000/2/29 0:00,8,1,,,0,1,,,0,,0,0,1,0.2,0,8,1,8.4,8,1,12,0,8,,,,1,,,0,1,12.4,8,1,17.8,8,2000/2/28 01:40,8,東,8,1,24.0,8,2000/2/28 01:35,8,東,8,1,,0,1,65,8,1,3.2,8,1,55,8,2000/2/28 21:22,8,1,963.4,8,1,965.9,8,1,959.5,0,8,2000/2/28 01:58,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2000/2/29,-3.8,8,1,-1.6,8,2000/2/29 16:05,8,1,-5.6,8,2000/2/29 22:27,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,8.1,8,1,12,0,8,,,,1,,,0,1,6.4,8,1,13.8,8,2000/2/29 02:50,8,東,8,1,18.2,8,2000/2/29 03:46,8,東,8,1,,0,1,63,8,1,2.9,8,1,50,8,2000/2/29 16:09,8,1,977.0,8,1,979.6,8,1,0,1,8,,1,,1,10.0,8,1,曇一時雪,8,1,曇一時雪,8,1
2000/3/1,-6.0,8,1,-4.4,8,2000/3/1 14:48,8,1,-10.1,8,2000/3/2 0:00,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.4,8,1,12,0,8,,,,1,,,0,1,1.7,8,1,3.2,8,2000/3/1 07:00,8,南南西,8,1,5.2,8,2000/3/1 06:45,8,南西,8,1,,0,1,76,8,1,3.0,8,1,61,8,2000/3/1 00:18,8,1,979.3,8,1,981.9,8,1,0,1,8,,1,,1,9.8,8,1,曇時々雪一時あられ,8,1,曇後一時雪,8,1
2000/3/2,-7.5,8,1,-4.3,8,2000/3/2 15:18,8,1,-12.0,8,2000/3/2 04:49,8,1,,,0,1,,,0,,0,0,1,2.7,0,8,1,10.7,8,1,12,0,8,,,,1,,,0,1,3.5,8,1,6.6,8,2000/3/2 16:10,8,北東,8,1,9.4,8,2000/3/2 11:34,8,北東,8,1,,0,1,78,8,1,2.7,8,1,64,8,2000/3/2 23:59,8,1,978.6,8,1,981.2,8,1,0,1,8,,1,,1,9.5,8,1,雪後曇,8,1,晴時々曇,8,1
2000/3/3,-8.6,8,1,-5.5,8,2000/3/3 15:48,8,1,-11.0,8,2000/3/3 19:32,8,1,,,0,1,,,0,,0,0,1,11.0,0,8,1,15.3,8,1,12,0,8,,,,1,,,0,1,1.9,8,1,3.9,8,2000/3/3 04:00,8,東南東,8,1,5.7,8,2000/3/3 03:47,8,東,8,1,,0,1,67,8,1,2.2,8,1,55,8,2000/3/3 08:45,8,1,977.4,8,1,980.0,8,1,0,1,8,,1,,1,2.5,8,1,晴一時曇,8,1,晴時々曇,8,1
2000/3/4,-10.2,8,1,-6.3,8,2000/3/4 15:53,8,1,-13.4,8,2000/3/4 03:09,8,1,,,0,1,,,0,,0,0,1,7.8,0,8,1,13.9,8,1,12,0,8,,,,1,,,0,1,1.7,8,1,3.5,8,2000/3/4 17:00,8,西南西,8,1,4.8,8,2000/3/4 16:54,8,西南西,8,1,,0,1,73,8,1,2.1,8,1,57,8,2000/3/4 16:07,8,1,988.3,8,1,990.9,8,1,0,1,8,,1,,1,5.8,8,1,晴時々曇,8,1,晴時々曇,8,1
2000/3/5,-9.4,8,1,-5.6,8,2000/3/5 16:34,8,1,-13.6,8,2000/3/5 04:20,8,1,,,0,1,,,0,,0,0,1,11.9,0,8,1,13.3,8,1,12,0,8,,,,1,,,0,1,2.0,8,1,4.6,8,2000/3/5 12:20,8,南,8,1,5.4,8,2000/3/5 12:12,8,南,8,1,,0,1,74,8,1,2.2,8,1,58,8,2000/3/5 21:29,8,1,995.6,8,1,998.2,8,1,0,1,8,,1,,1,7.3,8,1,晴時々薄曇,8,1,晴,8,1
2000/3/6,-12.4,8,1,-9.0,8,2000/3/6 16:54,8,1,-15.6,8,2000/3/6 06:43,8,1,,,0,1,,,0,,0,0,1,13.4,0,8,1,15.2,8,1,12,0,8,,,,1,,,0,1,2.6,8,1,5.4,8,2000/3/6 06:20,8,南南西,8,1,6.7,8,2000/3/6 23:58,8,東,8,1,,0,1,69,8,1,1.7,8,1,42,8,2000/3/6 22:06,8,1,990.7,8,1,993.4,8,1,0,1,8,,1,,1,0.5,8,1,快晴,8,1,晴後一時薄曇,8,1
2000/3/7,-7.2,8,1,-3.1,8,2000/3/7 20:21,8,1,-13.6,8,2000/3/7 03:11,8,1,,,0,1,,,0,,0,0,1,8.5,0,8,1,13.4,8,1,11,0,8,,,,1,,,0,1,8.9,8,1,13.8,8,2000/3/7 16:50,8,東,8,1,18.6,8,2000/3/7 17:19,8,東,8,1,,0,1,55,8,1,2.1,8,1,35,8,2000/3/7 04:21,8,1,976.0,8,1,978.6,8,1,0,1,8,,1,,1,7.0,8,1,曇,8,1,曇,8,1
2000/3/8,-3.8,8,1,-1.8,8,2000/3/8 14:45,8,1,-5.1,8,2000/3/8 22:32,8,1,,,0,1,,,0,,0,0,1,3.6,0,8,1,9.8,8,1,12,0,8,,,,1,,,0,1,4.0,8,1,8.9,8,2000/3/8 04:40,8,東北東,8,1,12.9,8,2000/3/8 04:37,8,北東,8,1,,0,1,59,8,1,2.7,8,1,51,8,2000/3/8 17:18,8,1,978.5,8,1,981.1,8,1,0,1,8,,1,,1,9.8,8,1,曇後時々晴,8,1,曇,8,1
2000/3/9,-5.1,8,1,-2.5,8,2000/3/9 14:42,8,1,-7.4,8,2000/3/9 06:47,8,1,,,0,1,,,0,,0,0,1,7.8,0,8,1,11.8,8,1,12,0,8,,,,1,,,0,1,1.4,8,1,4.3,8,2000/3/9 12:10,8,西南西,8,1,6.2,8,2000/3/9 12:01,8,西,8,1,,0,1,62,8,1,2.6,8,1,44,8,2000/3/9 14:09,8,1,982.4,8,1,985.0,8,1,0,1,8,,1,,1,9.5,8,1,曇,8,1,曇一時雪,8,1
2000/3/10,-5.4,8,1,-4.5,8,2000/3/10 16:52,8,1,-6.8,8,2000/3/10 05:45,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.3,8,1,11,0,8,,,,1,,,0,1,3.7,8,1,7.3,8,2000/3/10 13:00,8,北北東,8,1,9.6,8,2000/3/10 11:28,8,北東,8,1,,0,1,65,8,1,2.7,8,1,54,8,2000/3/10 16:40,8,1,986.4,8,1,989.0,8,1,0,1,8,,1,,1,10.0,8,1,曇時々雪,8,1,晴時々曇,8,1
2000/3/11,-7.2,8,1,-4.7,8,2000/3/11 13:48,8,1,-9.9,8,2000/3/11 21:34,8,1,,,0,1,,,0,,0,0,1,9.9,0,8,1,11.7,8,1,10,0,8,,,,1,,,0,1,1.6,8,1,4.0,8,2000/3/11 06:20,8,東北東,8,1,7.0,8,2000/3/11 05:40,8,東,8,1,,0,1,61,8,1,2.2,8,1,42,8,2000/3/11 10:05,8,1,988.8,8,1,991.4,8,1,0,1,8,,1,,1,7.5,8,1,薄曇,8,1,曇一時晴,8,1
2000/3/12,-12.4,8,1,-9.0,8,2000/3/12 16:25,8,1,-16.1,8,2000/3/13 0:00,8,1,,,0,1,,,0,,0,0,1,3.2,0,8,1,9.6,8,1,11,0,8,,,,1,,,0,1,1.6,8,1,3.4,8,2000/3/12 12:10,8,西,8,1,4.6,8,2000/3/12 12:12,8,西,8,1,,0,1,73,8,1,1.7,8,1,59,8,2000/3/12 15:23,8,1,991.5,8,1,994.2,8,1,0,1,8,,1,,1,9.3,8,1,曇一時晴,8,1,曇時々雪後晴,8,1
2000/3/13,-16.0,8,1,-12.1,8,2000/3/13 17:48,8,1,-21.4,8,2000/3/13 06:40,8,1,,,0,1,,,0,,0,0,1,6.4,0,8,1,9.3,8,1,11,0,8,,,,1,,,0,1,1.9,8,1,3.7,8,2000/3/13 21:30,8,南南東,8,1,4.4,8,2000/3/13 00:32,8,西,8,1,,0,1,75,8,1,1.4,8,1,66,8,2000/3/13 17:38,8,1,990.4,8,1,993.1,8,1,0,1,8,,1,,1,7.3,8,1,晴後曇,8,1,曇後雪,8,1
2000/3/14,-9.1,8,1,-7.6,8,2000/3/14 23:41,8,1,-13.0,8,2000/3/14 01:02,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,7.6,8,1,16,0,5,,,,1,,,0,1,7.6,8,1,11.5,8,2000/3/14 08:50,8,北東,8,1,15.4,8,2000/3/14 10:48,8,北東,8,1,,0,1,80,8,1,2.5,8,1,62,8,2000/3/14 23:39,8,1,992.1,8,1,994.8,8,1,0,1,8,,1,,1,10.0,8,1,雪一時ふぶき,8,1,曇時々晴一時ふぶき,8,1
2000/3/15,-7.9,8,1,-4.6,8,2000/3/15 13:44,8,1,-12.5,8,2000/3/16 0:00,8,1,,,0,1,,,0,,0,0,1,11.8,0,8,1,12.1,8,1,17,0,5,,,,1,,,0,1,5.2,8,1,11.1,8,2000/3/15 05:30,8,北東,8,1,14.3,8,2000/3/15 05:26,8,北東,8,1,,0,1,50,8,1,1.7,8,1,38,8,2000/3/15 12:55,8,1,994.4,8,1,997.1,8,1,0,1,8,,1,,1,4.5,8,1,晴時々薄曇,8,1,晴,8,1
2000/3/16,-15.4,8,1,-11.4,8,2000/3/16 01:27,8,1,-21.0,8,2000/3/17 0:00,8,1,,,0,1,,,0,,0,0,1,12.2,0,8,1,12.1,8,1,16,0,8,,,,1,,,0,1,5.5,8,1,11.2,8,2000/3/16 22:30,8,南,8,1,15.1,8,2000/3/16 22:24,8,南,8,1,,0,1,61,8,1,1.1,8,1,43,8,2000/3/16 01:21,8,1,992.0,8,1,994.7,8,1,0,1,8,,1,,1,0.5,8,1,晴,8,1,快晴,8,1
