ダウンロードした時刻：2021/03/10 11:46:05

,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）
2000/3/17,-17.4,8,1,-13.1,8,2000/3/18 0:00,8,1,-24.6,8,2000/3/17 05:52,8,1,,,0,1,,,0,,0,0,1,8.1,0,8,1,9.9,8,1,15,0,8,,,,1,,,0,1,8.9,8,1,16.5,8,2000/3/17 23:50,8,東北東,8,1,19.9,8,2000/3/17 23:44,8,東北東,8,1,,0,1,63,8,1,1.0,8,1,44,8,2000/3/17 11:31,8,1,981.8,8,1,984.5,8,1,0,1,8,,1,,1,3.8,8,1,晴後時々曇,8,1,ふぶき時々雪,8,1
2000/3/18,-11.7,8,1,-9.0,8,2000/3/18 14:26,8,1,-14.6,8,2000/3/18 07:53,8,1,,,0,1,,,0,,0,0,1,3.3,0,8,1,7.3,8,1,10,0,8,,,,1,,,0,1,9.8,8,1,19.9,8,2000/3/18 07:20,8,東,8,1,25.4,8,2000/3/18 07:15,8,東,8,1,,0,1,68,8,1,1.7,8,1,59,8,2000/3/18 15:02,8,1,988.2,8,1,990.9,8,1,0,1,8,,1,,1,9.5,8,1,曇一時晴,8,1,曇,8,1
2000/3/19,-13.6,8,1,-9.9,8,2000/3/19 14:20,8,1,-17.8,8,2000/3/19 06:48,8,1,,,0,1,,,0,,0,0,1,11.6,0,8,1,10.6,8,1,9,0,5,,,,1,,,0,1,3.1,8,1,7.1,8,2000/3/19 11:10,8,北東,8,1,10.7,8,2000/3/19 09:57,8,東,8,1,,0,1,54,8,1,1.1,8,1,39,8,2000/3/19 08:56,8,1,989.3,8,1,992.0,8,1,0,1,8,,1,,1,4.5,8,1,晴,8,1,晴,8,1
2000/3/20,-16.1,8,1,-13.1,8,2000/3/20 11:54,8,1,-20.3,8,2000/3/20 22:56,8,1,,,0,1,,,0,,0,0,1,11.9,0,8,1,10.7,8,1,9,0,8,,,,1,,,0,1,2.7,8,1,5.8,8,2000/3/20 21:00,8,南南西,8,1,7.3,8,2000/3/20 00:13,8,東北東,8,1,,0,1,55,8,1,1.0,8,1,40,8,2000/3/20 03:05,8,1,978.1,8,1,980.8,8,1,0,1,8,,1,,1,1.8,8,1,晴,8,1,晴,8,1
2000/3/21,-18.4,8,1,-15.4,8,2000/3/21 14:21,8,1,-21.3,8,2000/3/21 01:01,8,1,,,0,1,,,0,,0,0,1,11.3,0,8,1,10.2,8,1,9,0,8,,,,1,,,0,1,4.0,8,1,6.7,8,2000/3/21 19:50,8,南,8,1,8.0,8,2000/3/21 19:47,8,南,8,1,,0,1,65,8,1,0.9,8,1,52,8,2000/3/21 12:56,8,1,977.1,8,1,979.8,8,1,0,1,8,,1,,1,2.8,8,1,晴,8,1,晴,8,1
2000/3/22,-14.7,8,1,-10.5,8,2000/3/22 16:17,8,1,-20.0,8,2000/3/22 05:23,8,1,,,0,1,,,0,,0,0,1,11.6,0,8,1,10.0,8,1,10,0,8,,,,1,,,0,1,2.7,8,1,8.8,8,2000/3/22 22:00,8,東,8,1,11.3,8,2000/3/22 22:30,8,東,8,1,,0,1,61,8,1,1.2,8,1,48,8,2000/3/22 18:32,8,1,983.6,8,1,986.3,8,1,0,1,8,,1,,1,0.8,8,1,快晴,8,1,晴一時曇,8,1
2000/3/23,-14.3,8,1,-11.3,8,2000/3/23 10:39,8,1,-18.7,8,2000/3/23 21:53,8,1,,,0,1,,,0,,0,0,1,11.0,0,8,1,9.0,8,1,10,0,8,,,,1,,,0,1,4.4,8,1,9.8,8,2000/3/23 02:40,8,東,8,1,13.2,8,2000/3/23 02:29,8,東,8,1,,0,1,61,8,1,1.2,8,1,52,8,2000/3/23 14:56,8,1,977.0,8,1,979.7,8,1,0,1,8,,1,,1,5.5,8,1,晴後時々薄曇,8,1,晴時々薄曇,8,1
2000/3/24,-18.0,8,1,-14.7,8,2000/3/24 16:11,8,1,-21.7,8,2000/3/24 04:42,8,1,,,0,1,,,0,,0,0,1,9.1,0,8,1,8.7,8,1,10,0,8,,,,1,,,0,1,3.7,8,1,7.1,8,2000/3/24 18:40,8,南南西,8,1,8.4,8,2000/3/24 17:40,8,南南西,8,1,,0,1,69,8,1,1.0,8,1,58,8,2000/3/24 16:29,8,1,979.7,8,1,982.4,8,1,0,1,8,,1,,1,4.5,8,1,晴時々薄曇,8,1,快晴,8,1
2000/3/25,-18.5,8,1,-15.7,8,2000/3/25 14:50,8,1,-21.9,8,2000/3/25 07:43,8,1,,,0,1,,,0,,0,0,1,9.3,0,8,1,8.3,8,1,10,0,8,,,,1,,,0,1,2.7,8,1,5.5,8,2000/3/25 00:30,8,南,8,1,6.6,8,2000/3/25 19:34,8,南南西,8,1,,0,1,66,8,1,1.0,8,1,49,8,2000/3/25 14:26,8,1,985.1,8,1,987.9,8,1,0,1,8,,1,,1,0.5,8,1,晴,8,1,晴,8,1
2000/3/26,-20.4,8,1,-15.6,8,2000/3/26 22:49,8,1,-25.2,8,2000/3/26 06:38,8,1,,,0,1,,,0,,0,0,1,11.0,0,8,1,8.7,8,1,10,0,8,,,,1,,,0,1,2.3,8,1,12.6,8,2000/3/26 23:50,8,東北東,8,1,17.6,8,2000/3/26 23:31,8,東北東,8,1,,0,1,68,8,1,0.8,8,1,46,8,2000/3/26 20:45,8,1,975.8,8,1,978.5,8,1,0,1,8,,1,,1,0.0,8,1,快晴,8,1,晴時々曇,8,1
2000/3/27,-12.1,8,1,-8.3,8,2000/3/27 17:47,8,1,-16.8,8,2000/3/27 06:19,8,1,,,0,1,,,0,,0,0,1,0.6,0,8,1,3.4,8,1,10,0,8,,,,1,,,0,1,6.8,8,1,12.0,8,2000/3/27 01:00,8,東,8,1,15.1,8,2000/3/27 00:56,8,東,8,1,,0,1,58,8,1,1.4,8,1,44,8,2000/3/27 22:40,8,1,972.1,8,1,974.7,8,1,0,1,8,,1,,1,7.8,8,1,晴後曇一時雪,8,1,晴一時曇,8,1
2000/3/28,-10.3,8,1,-6.3,8,2000/3/28 13:20,8,1,-13.8,8,2000/3/28 23:57,8,1,,,0,1,,,0,,0,0,1,1.3,0,8,1,4.2,8,1,10,0,8,,,,1,,,0,1,6.9,8,1,13.2,8,2000/3/28 00:40,8,東,8,1,17.6,8,2000/3/28 00:31,8,東,8,1,,0,1,52,8,1,1.5,8,1,37,8,2000/3/28 16:13,8,1,975.9,8,1,978.5,8,1,0,1,8,,1,,1,7.5,8,1,曇時々晴,8,1,晴時々曇,8,1
2000/3/29,-13.7,8,1,-11.5,8,2000/3/29 12:48,8,1,-17.2,8,2000/3/29 05:26,8,1,,,0,1,,,0,,0,0,1,10.7,0,8,1,8.0,8,1,10,0,8,,,,1,,,0,1,4.0,8,1,10.3,8,2000/3/29 09:20,8,東北東,8,1,13.8,8,2000/3/29 09:11,8,東北東,8,1,,0,1,50,8,1,1.1,8,1,38,8,2000/3/29 05:47,8,1,978.1,8,1,980.8,8,1,0,1,8,,1,,1,5.0,8,1,晴時々薄曇,8,1,晴時々曇,8,1
2000/3/30,-11.1,8,1,-8.6,8,2000/3/30 14:43,8,1,-13.7,8,2000/3/30 23:18,8,1,,,0,1,,,0,,0,0,1,1.4,0,8,1,4.4,8,1,10,0,5,,,,1,,,0,1,5.3,8,1,10.6,8,2000/3/30 07:30,8,東,8,1,14.1,8,2000/3/30 04:41,8,東,8,1,,0,1,61,8,1,1.6,8,1,45,8,2000/3/31 0:00,8,1,982.6,8,1,985.3,8,1,0,1,8,,1,,1,6.5,8,1,曇一時雪,8,1,晴,8,1
2000/3/31,-10.1,8,1,-7.1,8,2000/3/31 15:17,8,1,-12.4,8,2000/3/31 01:11,8,1,,,0,1,,,0,,0,0,1,10.2,0,8,1,7.2,8,1,10,0,5,,,,1,,,0,1,7.5,8,1,10.5,8,2000/3/31 05:00,8,東北東,8,1,14.1,8,2000/3/31 07:48,8,東北東,8,1,,0,1,52,8,1,1.5,8,1,45,8,2000/3/31 00:03,8,1,983.7,8,1,986.3,8,1,0,1,8,,1,,1,1.3,8,1,晴,8,1,晴,8,1
2000/4/1,-10.9,8,1,-7.8,8,2000/4/1 14:04,8,1,-18.7,8,2000/4/1 23:41,8,1,,,0,1,,,0,,0,0,1,10.3,0,8,1,6.9,8,1,10,0,8,,,,1,,,0,1,3.3,8,1,10.8,8,2000/4/1 03:30,8,東北東,8,1,14.0,8,2000/4/1 03:21,8,東北東,8,1,,0,1,52,8,1,1.4,8,1,40,8,2000/4/1 13:13,8,1,985.1,8,1,987.7,8,1,0,1,8,,1,,1,0.8,8,1,快晴,8,1,快晴,8,1
2000/4/2,-11.9,8,1,-8.1,8,2000/4/2 13:06,8,1,-19.5,8,2000/4/2 01:31,8,1,,,0,1,,,0,,0,0,1,9.7,0,8,1,6.7,8,1,10,0,5,,,,1,,,0,1,4.8,8,1,13.7,8,2000/4/2 21:30,8,東北東,8,1,17.0,8,2000/4/2 21:26,8,東北東,8,1,,0,1,52,8,1,1.3,8,1,42,8,2000/4/2 13:36,8,1,990.2,8,1,992.9,8,1,0,1,8,,1,,1,0.0,8,1,快晴,8,1,晴,8,1
2000/4/3,-7.4,8,1,-3.6,8,2000/4/3 23:54,8,1,-11.2,8,2000/4/3 02:58,8,1,,,0,1,,,0,,0,0,1,1.2,0,8,1,3.9,8,1,8,0,8,,,,1,,,0,1,9.8,8,1,19.5,8,2000/4/3 18:40,8,東,8,1,26.8,8,2000/4/3 22:19,8,東北東,8,1,,0,1,58,8,1,2.1,8,1,44,8,2000/4/3 06:08,8,1,976.0,8,1,978.6,8,1,965.3,0,8,2000/4/4 0:00,0,8,1,7.5,8,1,曇一時晴,8,1,曇一時雪,8,1
2000/4/4,-4.2,8,1,-2.7,8,2000/4/4 03:45,8,1,-6.1,8,2000/4/4 20:24,8,1,,,0,1,,,0,,0,0,1,7.6,0,8,1,6.3,8,1,8,0,5,,,,1,,,0,1,14.7,8,1,22.9,8,2000/4/4 03:40,8,東北東,8,1,29.8,8,2000/4/4 03:29,8,東北東,8,1,,0,1,66,8,1,3.0,8,1,57,8,2000/4/4 15:06,8,1,963.1,8,1,965.6,8,1,960.1,0,8,2000/4/4 05:10,0,8,1,5.8,8,1,晴後一時雪,8,1,曇時々晴一時雪,8,1
2000/4/5,-5.8,8,1,-4.7,8,2000/4/5 15:17,8,1,-7.9,8,2000/4/5 23:24,8,1,,,0,1,,,0,,0,0,1,4.1,0,8,1,4.4,8,1,6,0,8,,,,1,,,0,1,12.9,8,1,18.5,8,2000/4/5 18:00,8,東北東,8,1,23.5,8,2000/4/5 18:01,8,東北東,8,1,,0,1,63,8,1,2.5,8,1,52,8,2000/4/5 06:39,8,1,973.4,8,1,976.0,8,1,0,1,8,,1,,1,6.5,8,1,曇時々雪後晴,8,1,曇時々晴,8,1
2000/4/6,-7.7,8,1,-4.5,8,2000/4/6 10:49,8,1,-11.1,8,2000/4/7 0:00,8,1,,,0,1,,,0,,0,0,1,5.8,0,8,1,4.7,8,1,7,0,5,,,,1,,,0,1,4.8,8,1,14.5,8,2000/4/6 00:50,8,東北東,8,1,18.4,8,2000/4/6 01:07,8,東北東,8,1,,0,1,53,8,1,1.8,8,1,39,8,2000/4/6 09:15,8,1,970.0,8,1,972.6,8,1,0,1,8,,1,,1,5.0,8,1,曇後晴,8,1,晴後時々薄曇,8,1
2000/4/7,-9.6,8,1,-7.2,8,2000/4/7 22:45,8,1,-11.7,8,2000/4/7 04:59,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,2.9,8,1,10,0,8,,,,1,,,0,1,3.0,8,1,10.6,8,2000/4/8 0:00,8,北東,8,1,14.0,8,2000/4/7 23:55,8,北北東,8,1,,0,1,67,8,1,2.0,8,1,53,8,2000/4/7 02:20,8,1,976.9,8,1,979.5,8,1,0,1,8,,1,,1,7.8,8,1,曇後時々雪,8,1,雪時々ふぶき,8,1
2000/4/8,-9.7,8,1,-7.3,8,2000/4/8 07:11,8,1,-14.3,8,2000/4/8 23:29,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,2.4,8,1,11,0,8,,,,1,,,0,1,4.3,8,1,13.3,8,2000/4/8 01:30,8,東北東,8,1,16.6,8,2000/4/8 01:25,8,東北東,8,1,,0,1,71,8,1,2.1,8,1,52,8,2000/4/8 10:50,8,1,972.0,8,1,974.6,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,曇,8,1
2000/4/9,-12.9,8,1,-9.5,8,2000/4/9 16:50,8,1,-16.4,8,2000/4/9 08:07,8,1,,,0,1,,,0,,0,0,1,0.7,0,8,1,2.9,8,1,10,0,8,,,,1,,,0,1,4.4,8,1,9.4,8,2000/4/9 20:20,8,東北東,8,1,12.0,8,2000/4/9 16:36,8,北東,8,1,,0,1,71,8,1,1.6,8,1,61,8,2000/4/9 22:08,8,1,969.8,8,1,972.4,8,1,969.5,0,8,2000/4/9 06:46,0,8,1,8.0,8,1,曇後雪,8,1,雪時々晴,8,1
2000/4/10,-9.3,8,1,-8.3,8,2000/4/10 22:09,8,1,-11.8,8,2000/4/10 00:40,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,2.0,8,1,11,0,8,,,,1,,,0,1,11.1,8,1,16.5,8,2000/4/10 23:40,8,北東,8,1,20.8,8,2000/4/10 23:01,8,北東,8,1,,0,1,77,8,1,2.3,8,1,64,8,2000/4/10 00:04,8,1,975.9,8,1,978.5,8,1,0,1,8,,1,,1,8.3,8,1,雪時々薄曇後ふぶき,8,1,曇後ふぶき,8,1
2000/4/11,-8.5,8,1,-7.9,8,2000/4/11 14:38,8,1,-9.9,8,2000/4/11 18:42,8,1,,,0,1,,,0,,0,0,1,1.0,0,8,1,3.3,8,1,13,0,5,,,,1,,,0,1,13.9,8,1,17.7,8,2000/4/11 08:10,8,北東,8,1,23.9,8,2000/4/11 10:50,8,北東,8,1,,0,1,81,8,1,2.6,8,1,60,8,2000/4/11 23:47,8,1,979.0,8,1,981.6,8,1,0,1,8,,1,,1,10.0,8,1,ふぶき後薄曇,8,1,曇一時雪後晴,8,1
2000/4/12,-18.5,8,1,-8.0,8,2000/4/12 00:29,8,1,-23.9,8,2000/4/12 23:03,8,1,,,0,1,,,0,,0,0,1,7.9,0,8,1,3.5,8,1,10,0,8,,,,1,,,0,1,5.3,8,1,9.6,8,2000/4/12 12:30,8,南,8,1,12.8,8,2000/4/12 12:21,8,南,8,1,,0,1,75,8,1,1.1,8,1,55,8,2000/4/12 00:29,8,1,983.4,8,1,986.2,8,1,0,1,8,,1,,1,6.0,8,1,薄曇,8,1,晴,8,1
2000/4/13,-18.9,8,1,-14.0,8,2000/4/14 0:00,8,1,-24.1,8,2000/4/13 00:44,8,1,,,0,1,,,0,,0,0,1,7.7,0,8,1,3.9,8,1,11,0,5,,,,1,,,0,1,1.8,8,1,7.0,8,2000/4/13 22:30,8,東北東,8,1,9.0,8,2000/4/13 22:28,8,東北東,8,1,,0,1,63,8,1,0.9,8,1,46,8,2000/4/13 21:24,8,1,990.4,8,1,993.1,8,1,0,1,8,,1,,1,3.8,8,1,晴,8,1,晴後曇,8,1
2000/4/14,-10.0,8,1,-7.8,8,2000/4/14 23:37,8,1,-14.5,8,2000/4/14 00:26,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,1.9,8,1,11,0,8,,,,1,,,0,1,8.4,8,1,14.5,8,2000/4/14 19:40,8,東,8,1,19.3,8,2000/4/14 19:07,8,東,8,1,,0,1,60,8,1,1.8,8,1,49,8,2000/4/14 20:56,8,1,987.0,8,1,989.7,8,1,0,1,8,,1,,1,9.0,8,1,曇時々雪,8,1,曇時々雪,8,1
2000/4/15,-6.6,8,1,-6.0,8,2000/4/15 12:09,8,1,-8.3,8,2000/4/15 00:11,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,1.8,8,1,10,0,8,,,,1,,,0,1,14.9,8,1,16.8,8,2000/4/15 18:00,8,東,8,1,22.0,8,2000/4/15 14:44,8,東,8,1,,0,1,58,8,1,2.2,8,1,53,8,2000/4/15 09:39,8,1,985.7,8,1,988.3,8,1,0,1,8,,1,,1,8.8,8,1,曇,8,1,曇,8,1
2000/4/16,-8.4,8,1,-6.4,8,2000/4/16 00:03,8,1,-11.1,8,2000/4/17 0:00,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,1.8,8,1,10,0,8,,,,1,,,0,1,12.7,8,1,17.2,8,2000/4/16 02:20,8,東,8,1,22.1,8,2000/4/16 01:08,8,東,8,1,,0,1,55,8,1,1.8,8,1,46,8,2000/4/16 20:42,8,1,984.6,8,1,987.2,8,1,0,1,8,,1,,1,7.5,8,1,曇,8,1,晴,8,1
2000/4/17,-11.9,8,1,-8.9,8,2000/4/17 06:12,8,1,-18.5,8,2000/4/17 23:53,8,1,,,0,1,,,0,,0,0,1,8.1,0,8,1,3.2,8,1,10,0,8,,,,1,,,0,1,3.3,8,1,11.6,8,2000/4/17 03:30,8,東,8,1,15.4,8,2000/4/17 03:23,8,東,8,1,,0,1,55,8,1,1.4,8,1,45,8,2000/4/17 10:33,8,1,986.2,8,1,988.9,8,1,0,1,8,,1,,1,0.8,8,1,晴,8,1,快晴,8,1
2000/4/18,-18.5,8,1,-14.3,8,2000/4/18 23:13,8,1,-22.5,8,2000/4/18 08:25,8,1,,,0,1,,,0,,0,0,1,7.2,0,8,1,2.5,8,1,10,0,8,,,,1,,,0,1,1.0,8,1,2.6,8,2000/4/18 22:50,8,東南東,8,1,3.4,8,2000/4/18 17:06,8,東南東,8,1,,0,1,63,8,1,0.9,8,1,48,8,2000/4/18 23:20,8,1,994.7,8,1,997.5,8,1,0,1,8,,1,,1,6.0,8,1,晴後薄曇,8,1,薄曇時々晴,8,1
2000/4/19,-12.3,8,1,-9.3,8,2000/4/19 14:01,8,1,-15.6,8,2000/4/19 00:15,8,1,,,0,1,,,0,,0,0,1,6.7,0,8,1,2.8,8,1,10,0,8,,,,1,,,0,1,2.6,8,1,8.2,8,2000/4/19 05:40,8,東北東,8,1,10.4,8,2000/4/19 05:36,8,東北東,8,1,,0,1,50,8,1,1.2,8,1,47,8,2000/4/19 22:15,8,1,997.0,8,1,999.7,8,1,0,1,8,,1,,1,8.8,8,1,薄曇一時晴,8,1,薄曇,8,1
2000/4/20,-19.6,8,1,-12.5,8,2000/4/20 00:07,8,1,-24.5,8,2000/4/21 0:00,8,1,,,0,1,,,0,,0,0,1,6.8,0,8,1,2.5,8,1,10,0,8,,,,1,,,0,1,2.6,8,1,4.8,8,2000/4/20 14:40,8,南西,8,1,6.0,8,2000/4/20 14:34,8,南西,8,1,,0,1,66,8,1,0.9,8,1,54,8,2000/4/20 00:34,8,1,996.5,8,1,999.3,8,1,0,1,8,,1,,1,8.8,8,1,薄曇後時々晴,8,1,晴一時薄曇,8,1
2000/4/21,-21.0,8,1,-10.8,8,2000/4/21 23:52,8,1,-26.7,8,2000/4/21 07:44,8,1,,,0,1,,,0,,0,0,1,3.8,0,8,1,1.8,8,1,11,0,8,,,,1,,,0,1,1.6,8,1,7.3,8,2000/4/21 18:30,8,南,8,1,8.4,8,2000/4/21 23:56,8,北北東,8,1,,0,1,67,8,1,0.8,8,1,46,8,2000/4/21 20:44,8,1,995.9,8,1,998.7,8,1,0,1,8,,1,,1,5.8,8,1,薄曇,8,1,曇時々雪,8,1
2000/4/22,-8.3,8,1,-6.9,8,2000/4/22 20:08,8,1,-11.8,8,2000/4/22 00:49,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,1.3,8,1,10,0,8,,,,1,,,0,1,15.7,8,1,23.1,8,2000/4/22 21:40,8,東北東,8,1,29.5,8,2000/4/22 21:39,8,東北東,8,1,,0,1,63,8,1,2.1,8,1,51,8,2000/4/22 23:55,8,1,995.7,8,1,998.4,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,曇,8,1
2000/4/23,-6.6,8,1,-5.4,8,2000/4/23 13:59,8,1,-8.9,8,2000/4/23 02:08,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,1.0,8,1,19,0,8,,,,1,,,0,1,24.9,8,1,32.2,8,2000/4/23 15:30,8,東北東,8,1,41.7,8,2000/4/23 12:05,8,東,8,1,,0,1,72,8,1,2.7,8,1,43,8,2000/4/23 03:02,8,1,971.9,8,1,974.5,8,1,965.3,0,8,2000/4/23 15:40,0,8,1,10.0,8,1,曇後ふぶき,8,1,ふぶき一時晴,8,1
2000/4/24,-4.9,8,1,-3.2,8,2000/4/24 15:14,8,1,-6.5,8,2000/4/24 04:03,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,1.0,8,1,19,0,5,,,,1,,,0,1,21.7,8,1,30.8,8,2000/4/24 08:10,8,東北東,8,1,39.4,8,2000/4/24 07:55,8,北東,8,1,,0,1,92,8,1,3.9,8,1,73,8,2000/4/24 00:50,8,1,980.1,8,1,982.7,8,1,0,1,8,,1,,1,10.0,8,1,ふぶき,8,1,地ふぶき後曇,8,1
2000/4/25,-7.5,8,1,-5.9,8,2000/4/25 10:32,8,1,-9.1,8,2000/4/26 0:00,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,1.0,8,1,18,0,8,,,,1,,,0,1,12.8,8,1,17.1,8,2000/4/25 13:20,8,東,8,1,24.9,8,2000/4/25 13:39,8,東,8,1,,0,1,74,8,1,2.6,8,1,59,8,2000/4/25 23:58,8,1,983.7,8,1,986.3,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,曇,8,1
2000/4/26,-11.2,8,1,-8.3,8,2000/4/26 06:36,8,1,-17.3,8,2000/4/27 0:00,8,1,,,0,1,,,0,,0,0,1,0.7,0,8,1,1.2,8,1,18,0,8,,,,1,,,0,1,7.8,8,1,12.5,8,2000/4/26 02:00,8,東,8,1,15.8,8,2000/4/26 02:46,8,東,8,1,,0,1,69,8,1,1.8,8,1,58,8,2000/4/26 06:35,8,1,988.7,8,1,991.3,8,1,0,1,8,,1,,1,9.5,8,1,曇一時雪,8,1,晴一時雪,8,1
2000/4/27,-20.0,8,1,-17.2,8,2000/4/27 00:05,8,1,-23.4,8,2000/4/27 23:36,8,1,,,0,1,,,0,,0,0,1,5.1,0,8,1,1.5,8,1,17,0,8,,,,1,,,0,1,4.4,8,1,7.5,8,2000/4/27 02:20,8,南,8,1,8.7,8,2000/4/27 00:35,8,南,8,1,,0,1,76,8,1,1.0,8,1,71,8,2000/4/27 15:08,8,1,990.0,8,1,992.8,8,1,0,1,8,,1,,1,1.8,8,1,晴後一時薄曇,8,1,晴,8,1
2000/4/28,-15.6,8,1,-7.3,8,2000/4/29 0:00,8,1,-23.0,8,2000/4/28 00:19,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,0.9,8,1,18,0,8,,,,1,,,0,1,6.3,8,1,19.0,8,2000/4/29 0:00,8,北東,8,1,25.1,8,2000/4/28 23:49,8,北東,8,1,,0,1,76,8,1,1.5,8,1,57,8,2000/4/28 15:47,8,1,987.0,8,1,989.8,8,1,0,1,8,,1,,1,7.5,8,1,曇一時晴,8,1,ふぶき一時雪,8,1
2000/4/29,-6.1,8,1,-4.6,8,2000/4/29 23:16,8,1,-7.4,8,2000/4/29 00:47,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,0.5,8,1,18,0,5,,,,1,,,0,1,23.7,8,1,30.9,8,2000/4/29 05:40,8,東北東,8,1,39.0,8,2000/4/29 05:30,8,東北東,8,1,,0,1,91,8,1,3.6,8,1,87,8,2000/4/29 05:58,8,1,969.8,8,1,972.4,8,1,968.3,0,8,2000/4/29 11:35,0,8,1,10.0,8,1,ふぶき,8,1,ふぶき,8,1
2000/4/30,-5.4,8,1,-4.7,8,2000/4/30 13:51,8,1,-6.2,8,2000/5/1 0:00,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,0.7,8,1,18,0,8,,,,1,,,0,1,15.5,8,1,23.0,8,2000/4/30 03:10,8,北東,8,1,29.8,8,2000/4/30 03:30,8,北東,8,1,,0,1,92,8,1,3.8,8,1,91,8,,,1,980.2,8,1,982.8,8,1,0,1,8,,1,,1,10.0,8,1,ふぶき後一時雪,8,1,雪一時ふぶき,8,1
2000/5/1,-11.5,8,1,-6.2,8,2000/5/1 00:25,8,1,-17.1,8,2000/5/2 0:00,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,1.0,8,1,20,0,4,,,,1,,,0,1,2.5,8,1,9.1,8,2000/5/1 00:40,8,北東,8,1,12.4,8,2000/5/1 00:04,8,北東,8,1,,0,1,88,8,1,2.3,8,1,81,8,2000/5/1 22:49,8,1,982.0,8,1,984.7,8,1,0,1,8,,1,,1,8.5,8,1,雪一時曇,8,1,雪,8,1
2000/5/2,-20.1,8,1,-16.4,8,2000/5/2 01:45,8,1,-24.5,8,2000/5/2 23:42,8,1,,,0,1,,,0,,0,0,1,1.0,0,8,1,0.9,8,1,19,0,5,,,,1,,,0,1,2.0,8,1,3.3,8,2000/5/2 03:00,8,北北西,8,1,4.1,8,2000/5/2 19:10,8,北東,8,1,,0,1,81,8,1,1.0,8,1,71,8,2000/5/2 23:41,8,1,981.3,8,1,984.1,8,1,0,1,8,,1,,1,9.8,8,1,雪時々曇,8,1,雪後晴,8,1
2000/5/3,-19.9,8,1,-12.6,8,2000/5/4 0:00,8,1,-29.7,8,2000/5/3 09:23,8,1,,,0,1,,,0,,0,0,1,1.3,0,8,1,0.7,8,1,17,0,5,,,,1,,,0,1,2.1,8,1,4.7,8,2000/5/3 16:10,8,南南東,8,1,5.8,8,2000/5/3 16:02,8,南南東,8,1,,0,1,68,8,1,0.9,8,1,52,8,2000/5/3 18:51,8,1,994.6,8,1,997.4,8,1,0,1,8,,1,,1,5.3,8,1,曇時々晴,8,1,曇一時晴,8,1
2000/5/4,-11.1,8,1,-8.8,8,2000/5/4 10:14,8,1,-13.2,8,2000/5/4 02:10,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,0.5,8,1,16,0,8,,,,1,,,0,1,2.0,8,1,4.4,8,2000/5/4 04:10,8,南,8,1,5.5,8,2000/5/4 02:05,8,南南東,8,1,,0,1,61,8,1,1.6,8,1,45,8,2000/5/4 10:44,8,1,989.7,8,1,992.4,8,1,0,1,8,,1,,1,10.0,8,1,曇,8,1,曇,8,1
