ダウンロードした時刻：2021/03/10 11:41:53

,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）
2006/1/8,2.3,8,1,5.1,8,2006/1/8 14:34,8,1,-0.6,8,2006/1/8 23:59,8,1,,,0,1,,,0,,0,0,1,6.3,0,8,1,24.9,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,7.5,8,2006/1/8 05:00,8,東北東,8,1,14.9,8,2006/1/8 04:55,8,東,8,1,,0,1,64,8,1,4.6,8,1,44,8,2006/1/8 12:40,8,1,982.5,8,1,985.0,8,1,983.2,0,8,2006/1/8 21:56,0,8,1,10.0,8,1,曇,8,1,晴一時薄曇,8,1
2006/1/9,1.3,8,1,5.7,8,2006/1/9 15:46,8,1,-2.6,8,2006/1/10 0:00,8,1,,,0,1,,,0,,0,0,1,21.6,0,4,1,32.8,4,1,0,1,8,,,,1,0,1,8,1,4.2,8,1,11.0,8,2006/1/9 05:30,8,東,8,1,14.9,8,2006/1/9 06:11,8,東,8,1,,0,1,59,8,1,3.9,8,1,35,8,2006/1/9 12:16,8,1,982.1,8,1,984.7,8,1,983.7,0,8,2006/1/9 05:06,0,8,1,2.0,8,1,晴,8,1,晴,8,1
2006/1/10,-1.1,8,1,2.0,8,2006/1/10 14:51,8,1,-4.2,8,2006/1/10 04:23,8,1,,,0,1,,,0,,0,0,1,20.9,0,8,1,32.1,8,1,,,1,,,,1,,,1,1,3.0,8,1,6.9,8,2006/1/10 11:50,8,北東,8,1,10.3,8,2006/1/10 11:50,8,北北東,8,1,,0,1,72,8,1,4.1,8,1,60,8,2006/1/10 11:51,8,1,985.5,8,1,988.1,8,1,985.9,0,8,2006/1/10 00:40,0,8,1,4.0,8,1,晴後一時薄曇,8,1,曇後時々霧一時雪,8,1
2006/1/11,-1.9,8,1,1.9,8,2006/1/11 17:03,8,1,-5.8,8,2006/1/11 06:04,8,1,,,0,1,,,0,,0,0,1,19.5,0,8,1,31.4,8,1,0,1,8,,,,1,0,1,8,1,2.1,8,1,4.4,8,2006/1/11 10:50,8,北北東,8,1,5.8,8,2006/1/11 10:14,8,北,8,1,,0,1,80,8,1,4.2,8,1,60,8,2006/1/11 15:39,8,1,988.5,8,1,991.1,8,1,989.5,0,8,2006/1/11 00:49,0,8,1,4.8,8,1,晴、霧を伴う,8,1,晴,8,1
2006/1/12,-0.6,8,1,2.8,8,2006/1/12 15:31,8,1,-4.1,8,2006/1/12 01:11,8,1,,,0,1,,,0,,0,0,1,21.3,0,8,1,32.5,8,1,0,1,8,,,,1,0,1,8,1,3.6,8,1,6.0,8,2006/1/12 14:20,8,南,8,1,7.4,8,2006/1/12 14:25,8,南,8,1,,0,1,68,8,1,4.0,8,1,51,8,2006/1/12 15:17,8,1,989.1,8,1,991.7,8,1,991.2,0,8,2006/1/12 15:07,0,8,1,0.5,8,1,快晴,8,1,晴後一時霧,8,1
2006/1/13,-3.2,8,1,0.4,8,2006/1/13 16:00,8,1,-7.9,8,2006/1/13 05:09,8,1,,,0,1,,,0,,0,0,1,14.3,0,8,1,29.2,8,1,0,1,8,,,,1,0,1,8,1,2.2,8,1,3.8,8,2006/1/13 23:30,8,北,8,1,6.1,8,2006/1/13 13:51,8,北北西,8,1,,0,1,78,8,1,3.8,8,1,66,8,2006/1/13 15:16,8,1,992.9,8,1,995.5,8,1,992.8,0,8,2006/1/13 00:27,0,8,1,5.5,8,1,晴時々曇一時雪、霧を伴う,8,1,曇後晴,8,1
2006/1/14,-2.5,8,1,0.6,8,2006/1/14 13:25,8,1,-5.7,8,2006/1/14 04:15,8,1,,,0,1,,,0,,0,0,1,20.4,0,8,1,32.3,8,1,0,1,8,,,,1,0,1,8,1,3.4,8,1,6.2,8,2006/1/14 10:50,8,北東,8,1,8.0,8,2006/1/14 10:53,8,北東,8,1,,0,1,73,8,1,3.7,8,1,55,8,2006/1/14 13:38,8,1,992.3,8,1,994.9,8,1,990.8,0,8,2006/1/15 0:00,0,8,1,5.8,8,1,晴,8,1,曇一時晴後雪,8,1
2006/1/15,-0.6,8,1,0.4,8,2006/1/15 20:48,8,1,-1.9,8,2006/1/15 04:14,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,13.7,8,1,0,1,8,,,,1,0,1,8,1,15.2,8,1,22.4,8,2006/1/15 18:00,8,北東,8,1,28.8,8,2006/1/15 18:25,8,北東,8,1,,0,1,79,8,1,4.6,8,1,71,8,2006/1/15 23:37,8,1,980.1,8,1,982.7,8,1,978.1,0,8,2006/1/15 19:41,0,8,1,10.0,8,1,雪,8,1,曇時々雪,8,1
2006/1/16,0.1,8,1,1.0,8,2006/1/16 18:34,8,1,-0.8,8,2006/1/16 10:46,8,1,,,0,1,,,0,,0,0,1,0.2,0,8,1,15.0,8,1,0,1,8,,,,1,0,1,8,1,18.6,8,1,25.8,8,2006/1/16 08:30,8,東北東,8,1,32.0,8,2006/1/16 08:26,8,東北東,8,1,,0,1,78,8,1,4.8,8,1,67,8,2006/1/16 02:31,8,1,980.4,8,1,982.9,8,1,977.9,0,8,2006/1/16 06:09,0,8,1,10.0,8,1,雪後一時曇,8,1,曇一時雪,8,1
2006/1/17,0.7,8,1,3.6,8,2006/1/17 14:51,8,1,-1.4,8,2006/1/17 23:07,8,1,,,0,1,,,0,,0,0,1,0.3,0,8,1,20.4,8,1,0,1,8,,,,1,0,1,8,1,8.6,8,1,14.3,8,2006/1/17 01:10,8,東北東,8,1,18.5,8,2006/1/17 00:48,8,東北東,8,1,,0,1,69,8,1,4.4,8,1,52,8,2006/1/17 15:14,8,1,992.3,8,1,994.9,8,1,991.2,0,8,2006/1/17 00:09,0,8,1,10.0,8,1,曇,8,1,雪時々曇,8,1
2006/1/18,-0.1,8,1,2.6,8,2006/1/18 18:15,8,1,-1.8,8,2006/1/18 04:44,8,1,,,0,1,,,0,,0,0,1,1.1,0,8,1,17.1,8,1,0,1,8,,,,1,0,1,8,1,3.4,8,1,7.3,8,2006/1/18 16:50,8,南,8,1,10.1,8,2006/1/18 16:13,8,南,8,1,,0,1,73,8,1,4.4,8,1,50,8,2006/1/18 15:18,8,1,990.3,8,1,992.9,8,1,990.9,0,8,2006/1/18 18:45,0,8,1,10.0,8,1,曇一時雪,8,1,曇後一時晴,8,1
2006/1/19,-0.8,8,1,2.3,8,2006/1/19 13:52,8,1,-4.0,8,2006/1/19 02:54,8,1,,,0,1,,,0,,0,0,1,12.6,0,8,1,26.9,8,1,0,1,8,,,,1,0,1,8,1,3.8,8,1,8.5,8,2006/1/19 08:10,8,北東,8,1,10.8,8,2006/1/19 08:06,8,北東,8,1,,0,1,64,8,1,3.7,8,1,43,8,2006/1/19 15:32,8,1,990.0,8,1,992.6,8,1,991.7,0,8,2006/1/19 05:31,0,8,1,10.0,8,1,薄曇,8,1,曇,8,1
2006/1/20,-1.1,8,1,1.7,8,2006/1/20 12:00,8,1,-3.7,8,2006/1/20 02:45,8,1,,,0,1,,,0,,0,0,1,4.6,0,8,1,21.6,8,1,0,1,8,,,,1,0,1,8,1,4.9,8,1,7.3,8,2006/1/20 09:10,8,北東,8,1,9.9,8,2006/1/20 09:03,8,東北東,8,1,,0,1,69,8,1,3.9,8,1,53,8,2006/1/20 09:05,8,1,992.0,8,1,994.6,8,1,993.4,0,8,2006/1/20 00:25,0,8,1,10.0,8,1,曇,8,1,曇一時雪,8,1
2006/1/21,-0.9,8,1,1.3,8,2006/1/21 10:45,8,1,-4.3,8,2006/1/21 23:53,8,1,,,0,1,,,0,,0,0,1,10.3,0,8,1,26.3,8,1,0,1,8,,,,1,0,1,8,1,4.6,8,1,8.4,8,2006/1/21 10:00,8,東北東,8,1,11.5,8,2006/1/21 01:22,8,北東,8,1,,0,1,68,8,1,3.8,8,1,51,8,2006/1/21 10:55,8,1,994.7,8,1,997.3,8,1,996.2,0,8,2006/1/21 00:16,0,8,1,9.5,8,1,薄曇,8,1,薄曇時々晴,8,1
2006/1/22,-2.7,8,1,1.2,8,2006/1/22 13:22,8,1,-6.1,8,2006/1/22 03:20,8,1,,,0,1,,,0,,0,0,1,17.2,0,8,1,28.5,8,1,0,1,8,,,,1,0,1,8,1,2.5,8,1,4.3,8,2006/1/22 16:40,8,西南西,8,1,6.9,8,2006/1/22 15:22,8,西南西,8,1,,0,1,66,8,1,3.3,8,1,51,8,2006/1/22 17:25,8,1,989.1,8,1,991.7,8,1,988.1,0,8,2006/1/23 0:00,0,8,1,1.5,8,1,晴,8,1,晴後曇,8,1
2006/1/23,-4.6,8,1,-1.4,8,2006/1/23 15:23,8,1,-7.3,8,2006/1/23 03:57,8,1,,,0,1,,,0,,0,0,1,13.5,0,8,1,25.7,8,1,0,1,8,,,,1,0,1,8,1,2.5,8,1,5.0,8,2006/1/23 22:40,8,南南西,8,1,6.6,8,2006/1/23 21:59,8,南南西,8,1,,0,1,72,8,1,3.1,8,1,48,8,2006/1/23 13:58,8,1,981.4,8,1,984.0,8,1,980.6,0,8,2006/1/23 23:38,0,8,1,4.0,8,1,晴時々曇,8,1,快晴,8,1
2006/1/24,-4.0,8,1,-0.2,8,2006/1/24 17:50,8,1,-7.9,8,2006/1/24 02:55,8,1,,,0,1,,,0,,0,0,1,20.8,0,8,1,29.7,8,1,0,1,8,,,,1,0,1,8,1,2.9,8,1,11.3,8,2006/1/24 22:50,8,東,8,1,14.4,8,2006/1/24 22:33,8,東,8,1,,0,1,52,8,1,2.3,8,1,39,8,2006/1/24 11:24,8,1,978.0,8,1,980.6,8,1,979.6,0,8,2006/1/24 06:40,0,8,1,0.0,8,1,快晴,8,1,快晴,8,1
2006/1/25,-3.2,8,1,0.6,8,2006/1/25 15:48,8,1,-6.7,8,2006/1/25 05:36,8,1,,,0,1,,,0,,0,0,1,20.1,0,8,1,29.4,8,1,0,1,8,,,,1,0,1,8,1,5.2,8,1,13.4,8,2006/1/25 05:00,8,東,8,1,18.9,8,2006/1/25 05:14,8,東南東,8,1,,0,1,53,8,1,2.6,8,1,33,8,2006/1/25 09:27,8,1,979.7,8,1,982.3,8,1,981.5,0,8,2006/1/25 12:17,0,8,1,0.0,8,1,快晴,8,1,晴,8,1
2006/1/26,-2.1,8,1,1.2,8,2006/1/26 19:25,8,1,-6.6,8,2006/1/26 03:41,8,1,,,0,1,,,0,,0,0,1,12.8,0,8,1,24.8,8,1,0,1,8,,,,1,0,1,8,1,2.3,8,1,4.7,8,2006/1/26 18:20,8,南,8,1,7.9,8,2006/1/26 19:52,8,東北東,8,1,,0,1,63,8,1,3.3,8,1,44,8,2006/1/26 09:44,8,1,980.6,8,1,983.2,8,1,981.8,0,8,2006/1/26 09:08,0,8,1,3.3,8,1,晴後一時曇,8,1,曇時々晴一時雪,8,1
2006/1/27,0.4,8,1,4.7,8,2006/1/27 15:36,8,1,-2.9,8,2006/1/27 06:13,8,1,,,0,1,,,0,,0,0,1,17.8,0,8,1,28.1,8,1,0,1,8,,,,1,0,1,8,1,4.5,8,1,11.0,8,2006/1/27 05:30,8,東,8,1,15.7,8,2006/1/27 05:07,8,東,8,1,,0,1,52,8,1,3.3,8,1,32,8,2006/1/27 10:48,8,1,980.0,8,1,982.5,8,1,978.3,0,8,2006/1/27 23:39,0,8,1,2.3,8,1,快晴,8,1,快晴,8,1
2006/1/28,1.7,8,1,6.2,8,2006/1/28 15:55,8,1,-2.8,8,2006/1/28 03:46,8,1,,,0,1,,,0,,0,0,1,19.8,0,8,1,28.0,8,1,0,1,8,,,,1,0,1,8,1,5.1,8,1,11.3,8,2006/1/28 23:10,8,東北東,8,1,15.5,8,2006/1/28 22:02,8,東,8,1,,0,1,48,8,1,3.3,8,1,29,8,2006/1/28 14:50,8,1,972.9,8,1,975.4,8,1,973.4,0,8,2006/1/28 16:26,0,8,1,0.0,8,1,快晴,8,1,快晴,8,1
2006/1/29,0.1,8,1,2.9,8,2006/1/29 13:17,8,1,-2.6,8,2006/1/30 0:00,8,1,,,0,1,,,0,,0,0,1,17.1,0,8,1,26.4,8,1,0,1,8,,,,1,0,1,8,1,7.3,8,1,14.2,8,2006/1/29 04:10,8,東,8,1,18.3,8,2006/1/29 04:08,8,東,8,1,,0,1,64,8,1,3.9,8,1,51,8,2006/1/29 09:43,8,1,982.2,8,1,984.8,8,1,976.3,0,8,2006/1/29 00:07,0,8,1,3.3,8,1,晴,8,1,晴,8,1
2006/1/30,0.3,8,1,4.4,8,2006/1/30 14:45,8,1,-3.9,8,2006/1/30 03:05,8,1,,,0,1,,,0,,0,0,1,18.8,0,8,1,25.8,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,6.6,8,2006/1/30 05:20,8,東北東,8,1,8.7,8,2006/1/30 05:19,8,東北東,8,1,,0,1,58,8,1,3.6,8,1,39,8,2006/1/30 11:44,8,1,989.9,8,1,992.4,8,1,991.0,0,8,2006/1/30 00:11,0,8,1,3.8,8,1,晴,8,1,晴,8,1
2006/1/31,-2.7,8,1,0.3,8,2006/1/31 15:36,8,1,-5.8,8,2006/1/31 05:52,8,1,,,0,1,,,0,,0,0,1,14.5,0,8,1,25.2,8,1,0,1,8,,,,1,0,1,8,1,2.0,8,1,3.3,8,2006/1/31 11:50,8,北西,8,1,6.8,8,2006/1/31 12:49,8,北北西,8,1,,0,1,76,8,1,3.8,8,1,66,8,2006/1/31 15:16,8,1,989.5,8,1,992.1,8,1,991.3,0,8,2006/1/31 07:46,0,8,1,2.8,8,1,晴後一時曇,8,1,雪一時曇,8,1
2006/2/1,-1.6,8,1,-0.3,8,2006/2/1 13:48,8,1,-3.4,8,2006/2/2 0:00,8,1,,,0,1,,,0,,0,0,1,5.6,0,8,1,18.6,8,1,0,1,8,,,,1,0,1,8,1,4.4,8,1,6.8,8,2006/2/1 13:30,8,北東,8,1,9.6,8,2006/2/1 13:22,8,北東,8,1,,0,1,78,8,1,4.3,8,1,59,8,2006/2/1 23:27,8,1,990.4,8,1,993.1,8,1,991.0,0,8,2006/2/2 0:00,0,8,1,10.0,8,1,雪後曇,8,1,曇,8,1
2006/2/2,-1.7,8,1,0.5,8,2006/2/2 14:00,8,1,-4.3,8,2006/2/2 02:55,8,1,,,0,1,,,0,,0,0,1,0.2,0,8,1,11.7,8,1,0,1,8,,,,1,0,1,8,1,7.2,8,1,11.5,8,2006/2/2 07:10,8,東北東,8,1,15.2,8,2006/2/2 07:16,8,東北東,8,1,,0,1,66,8,1,3.6,8,1,56,8,2006/2/2 04:16,8,1,987.3,8,1,990.0,8,1,989.5,0,8,2006/2/2 22:59,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2006/2/3,-1.3,8,1,0.7,8,2006/2/3 14:56,8,1,-2.7,8,2006/2/3 08:07,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,9.9,8,1,0,1,8,,,,1,0,1,8,1,5.0,8,1,10.6,8,2006/2/3 08:40,8,東北東,8,1,13.1,8,2006/2/3 08:38,8,東北東,8,1,,0,1,60,8,1,3.3,8,1,41,8,2006/2/3 11:35,8,1,984.8,8,1,987.5,8,1,986.0,0,8,2006/2/3 19:50,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2006/2/4,-1.5,8,1,0.3,8,2006/2/4 15:55,8,1,-3.9,8,2006/2/4 03:51,8,1,,,0,1,,,0,,0,0,1,3.4,0,8,1,16.2,8,1,0,1,8,,,,1,0,1,8,1,1.8,8,1,4.7,8,2006/2/4 02:40,8,東,8,1,6.6,8,2006/2/4 02:33,8,東,8,1,,0,1,66,8,1,3.6,8,1,51,8,2006/2/4 11:41,8,1,984.1,8,1,986.8,8,1,985.8,0,8,2006/2/4 03:17,0,8,1,9.8,8,1,曇一時晴,8,1,曇,8,1
2006/2/5,-1.7,8,1,0.1,8,2006/2/5 12:02,8,1,-4.1,8,2006/2/5 03:47,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,14.7,8,1,0,1,8,,,,1,0,1,8,1,2.8,8,1,5.3,8,2006/2/5 13:00,8,北北東,8,1,7.5,8,2006/2/5 12:19,8,北北東,8,1,,0,1,76,8,1,4.1,8,1,63,8,2006/2/5 07:35,8,1,989.4,8,1,992.1,8,1,989.1,0,8,2006/2/5 00:03,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2006/2/6,-2.2,8,1,0.1,8,2006/2/6 10:05,8,1,-4.5,8,2006/2/6 04:54,8,1,,,0,1,,,0,,0,0,1,4.9,0,8,1,17.1,8,1,0,1,8,,,,1,0,1,8,1,4.5,8,1,8.6,8,2006/2/6 23:10,8,北東,8,1,10.8,8,2006/2/6 21:44,8,北東,8,1,,0,1,74,8,1,3.9,8,1,59,8,2006/2/6 11:19,8,1,989.7,8,1,992.4,8,1,991.4,0,8,2006/2/6 20:02,0,8,1,8.5,8,1,曇一時晴後雪,8,1,雪後曇,8,1
2006/2/7,-3.6,8,1,-1.5,8,2006/2/7 14:21,8,1,-5.4,8,2006/2/7 23:47,8,1,,,0,1,,,0,,0,0,1,13.5,0,8,1,23.0,8,1,0,1,8,,,,1,0,1,8,1,4.7,8,1,8.2,8,2006/2/7 04:40,8,東北東,8,1,11.2,8,2006/2/7 04:29,8,東北東,8,1,,0,1,64,8,1,3.0,8,1,44,8,2006/2/7 11:38,8,1,987.0,8,1,989.7,8,1,986.5,0,8,2006/2/8 0:00,0,8,1,10.0,8,1,曇後一時晴,8,1,曇一時雪,8,1
2006/2/8,-5.0,8,1,-2.8,8,2006/2/8 15:18,8,1,-6.6,8,2006/2/8 23:53,8,1,,,0,1,,,0,,0,0,1,11.5,0,8,1,21.2,8,1,0,1,8,,,,1,0,1,8,1,2.4,5,1,4.3,8,2006/2/8 10:10,8,北北東,8,1,6.1,8,2006/2/8 09:23,8,北東,8,1,,0,1,64,8,1,2.7,8,1,46,8,2006/2/8 09:17,8,1,979.8,8,1,982.5,8,1,978.6,0,8,2006/2/8 23:55,0,8,1,4.8,8,1,晴時々曇,8,1,晴,8,1
