ダウンロードした時刻：2021/03/10 11:41:53

,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）
2006/2/9,-4.9,8,1,-2.4,8,2006/2/9 12:40,8,1,-9.5,8,2006/2/9 04:53,8,1,,,0,1,,,0,,0,0,1,5.4,0,8,1,15.2,8,1,0,0,8,,,,1,0,1,8,1,2.5,8,1,7.3,8,2006/2/9 23:40,8,北東,8,1,10.0,8,2006/2/9 23:31,8,北東,8,1,,0,1,77,8,1,3.3,8,1,57,8,2006/2/9 10:07,8,1,977.0,8,1,979.7,8,1,978.6,0,8,2006/2/9 04:23,0,8,1,5.8,8,1,晴後雪,8,1,雪後一時曇,8,1
2006/2/10,-2.5,8,1,-0.8,8,2006/2/10 18:44,8,1,-4.2,8,2006/2/11 0:00,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,13.5,8,1,0,1,8,,,,1,0,1,8,1,4.7,8,1,8.8,8,2006/2/10 05:50,8,北東,8,1,12.1,8,2006/2/10 05:28,8,北東,8,1,,0,1,65,8,1,3.3,8,1,52,8,2006/2/10 17:51,8,1,981.0,8,1,983.7,8,1,981.3,0,8,2006/2/10 00:14,0,8,1,10.0,8,1,曇一時雪,8,1,曇,8,1
2006/2/11,-2.7,8,1,-0.1,8,2006/2/11 13:21,8,1,-5.3,8,2006/2/11 04:47,8,1,,,0,1,,,0,,0,0,1,5.4,0,8,1,19.0,8,1,0,1,8,,,,1,0,1,8,1,3.8,8,1,6.4,8,2006/2/11 03:00,8,東,8,1,8.1,8,2006/2/11 02:54,8,東北東,8,1,,0,1,71,8,1,3.6,8,1,63,8,2006/2/11 00:07,8,1,983.3,8,1,986.0,8,1,985.2,0,8,2006/2/12 0:00,0,8,1,9.5,8,1,曇,8,1,曇,8,1
2006/2/12,-2.8,8,1,-0.4,8,2006/2/12 13:33,8,1,-5.2,8,2006/2/12 05:32,8,1,,,0,1,,,0,,0,0,1,4.1,0,8,1,16.0,8,1,0,1,8,,,,1,0,1,8,1,2.7,8,1,7.8,8,2006/2/12 23:50,8,東北東,8,1,9.6,8,2006/2/12 23:46,8,東北東,8,1,,0,1,65,8,1,3.2,8,1,56,8,2006/2/12 12:24,8,1,981.4,8,1,984.1,8,1,983.2,0,8,2006/2/12 11:29,0,8,1,9.5,8,1,曇一時晴,8,1,曇一時晴,8,1
2006/2/13,-2.6,8,1,-0.5,8,2006/2/13 15:22,8,1,-5.1,8,2006/2/13 01:55,8,1,,,0,1,,,0,,0,0,1,2.9,0,8,1,15.4,8,1,0,1,8,,,,1,0,1,8,1,6.4,8,1,11.9,8,2006/2/13 13:10,8,北東,8,1,16.2,8,2006/2/13 12:58,8,北東,8,1,,0,1,74,8,1,3.8,8,1,62,8,2006/2/13 23:44,8,1,984.0,8,1,986.7,8,1,985.7,0,8,2006/2/13 07:43,0,8,1,9.8,8,1,曇時々雪,8,1,曇一時雪後晴,8,1
2006/2/14,-4.4,8,1,-2.4,8,2006/2/14 15:11,8,1,-6.4,8,2006/2/14 06:50,8,1,,,0,1,,,0,,0,0,1,12.2,0,8,1,19.6,8,1,0,1,8,,,,1,0,1,8,1,3.0,8,1,7.7,8,2006/2/14 23:50,8,北東,8,1,9.6,8,2006/2/14 23:35,8,北東,8,1,,0,1,62,8,1,2.7,8,1,44,8,2006/2/14 11:11,8,1,986.6,8,1,989.4,8,1,987.9,0,8,2006/2/14 04:40,0,8,1,7.3,8,1,晴時々曇,8,1,雪一時曇,8,1
2006/2/15,-4.4,8,1,-2.6,8,2006/2/15 14:29,8,1,-6.5,8,2006/2/15 23:19,8,1,,,0,1,,,0,,0,0,1,1.4,0,8,1,16.7,8,1,9,0,4,,,,1,9,0,4,1,5.3,8,1,8.6,8,2006/2/15 13:30,8,北北東,8,1,13.5,8,2006/2/15 13:24,8,北北東,8,1,,0,1,79,8,1,3.5,8,1,64,8,2006/2/15 21:38,8,1,989.9,8,1,992.7,8,1,991.4,0,8,2006/2/15 03:10,0,8,1,9.8,8,1,雪後曇,8,1,曇後晴,8,1
2006/2/16,-5.2,8,1,-0.7,8,2006/2/16 15:31,8,1,-8.6,8,2006/2/17 0:00,8,1,,,0,1,,,0,,0,0,1,15.3,0,8,1,20.9,8,1,0,1,8,,,,1,0,1,8,1,2.0,8,1,4.6,8,2006/2/16 16:40,8,南,8,1,5.8,8,2006/2/16 16:38,8,南,8,1,,0,1,59,8,1,2.5,8,1,38,8,2006/2/16 14:36,8,1,990.7,8,1,993.5,8,1,992.8,0,8,2006/2/16 19:16,0,8,1,6.3,8,1,晴一時曇,8,1,晴後薄曇,8,1
2006/2/17,-4.9,8,1,-2.2,8,2006/2/17 12:50,8,1,-10.0,8,2006/2/17 01:54,8,1,,,0,1,,,0,,0,0,1,0.7,0,8,1,13.5,8,1,0,0,8,,,,1,0,1,8,1,4.6,8,1,10.2,8,2006/2/17 19:20,8,東,8,1,13.3,8,2006/2/17 18:14,8,東北東,8,1,,0,1,67,8,1,2.9,8,1,49,8,2006/2/17 11:34,8,1,990.2,8,1,992.9,8,1,991.2,0,8,2006/2/17 23:58,0,8,1,10.0,8,1,曇後一時雪,8,1,雪,8,1
2006/2/18,-3.9,8,1,-1.8,8,2006/2/18 16:41,8,1,-8.1,8,2006/2/18 23:47,8,1,,,0,1,,,0,,0,0,1,5.7,0,8,1,13.9,8,1,3,0,8,,,,1,3,0,8,1,4.9,8,1,10.1,8,2006/2/18 02:10,8,東北東,8,1,16.2,8,2006/2/18 02:00,8,北東,8,1,,0,1,61,8,1,2.8,8,1,38,8,2006/2/18 21:08,8,1,989.1,8,1,991.8,8,1,990.9,0,8,2006/2/18 01:41,0,8,1,7.5,8,1,曇後一時晴,8,1,快晴,8,1
2006/2/19,-8.1,8,1,-4.3,8,2006/2/19 16:09,8,1,-11.5,8,2006/2/19 08:22,8,1,,,0,1,,,0,,0,0,1,16.0,0,8,1,20.8,8,1,0,1,8,,,,1,0,1,8,1,5.9,8,1,11.6,8,2006/2/19 21:10,8,東北東,8,1,14.7,8,2006/2/19 21:02,8,東,8,1,,0,1,46,8,1,1.5,8,1,27,8,2006/2/19 12:20,8,1,985.3,8,1,988.1,8,1,986.0,0,8,2006/2/19 20:09,0,8,1,0.0,8,1,快晴,8,1,快晴,8,1
2006/2/20,-7.1,8,1,-4.4,8,2006/2/20 12:51,8,1,-11.8,8,2006/2/20 04:20,8,1,,,0,1,,,0,,0,0,1,10.7,0,8,1,18.7,8,1,3,0,8,,,,1,3,0,8,1,6.3,8,1,11.8,8,2006/2/20 04:30,8,東,8,1,16.3,8,2006/2/20 04:19,8,東,8,1,,0,1,65,8,1,2.4,8,1,50,8,2006/2/20 02:46,8,1,978.1,8,1,980.9,8,1,974.9,0,8,2006/2/20 23:51,0,8,1,3.5,8,1,晴一時雪,8,1,雪一時曇後ふぶき,8,1
2006/2/21,-2.6,8,1,-1.7,8,2006/2/21 16:33,8,1,-5.4,8,2006/2/21 22:51,8,1,,,0,1,,,0,,0,0,1,0.4,0,8,1,10.0,8,1,6,0,8,,,,1,5,0,8,1,17.0,8,1,25.6,8,2006/2/21 06:10,8,東北東,8,1,33.1,8,2006/2/21 07:10,8,東北東,8,1,,0,1,89,8,1,4.5,8,1,67,8,2006/2/21 23:56,8,1,977.8,8,1,980.5,8,1,973.6,0,8,2006/2/21 02:01,0,8,1,10.0,8,1,ふぶき後曇,8,1,曇,8,1
2006/2/22,-5.1,8,1,-3.3,8,2006/2/22 07:33,8,1,-7.1,8,2006/2/22 22:57,8,1,,,0,1,,,0,,0,0,1,8.3,0,8,1,16.2,8,1,5,0,8,,,,1,0,1,8,1,8.5,8,1,15.5,8,2006/2/22 09:50,8,東,8,1,20.3,8,2006/2/22 09:40,8,東,8,1,,0,1,63,8,1,2.6,8,1,41,8,2006/2/22 09:06,8,1,979.0,8,1,981.7,8,1,980.2,0,8,2006/2/22 12:38,0,8,1,9.8,8,1,薄曇,8,1,薄曇,8,1
2006/2/23,-4.5,8,1,-2.7,8,2006/2/23 16:41,8,1,-7.6,8,2006/2/23 02:06,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,8.8,8,1,5,0,8,,,,1,0,1,8,1,4.4,8,1,10.3,8,2006/2/23 01:00,8,東,8,1,13.0,8,2006/2/23 01:04,8,東北東,8,1,,0,1,65,8,1,2.9,8,1,48,8,2006/2/23 23:55,8,1,983.0,8,1,985.8,8,1,982.6,0,8,2006/2/23 00:04,0,8,1,10.0,8,1,曇,8,1,曇後一時晴,8,1
2006/2/24,-6.2,8,1,-3.1,8,2006/2/24 15:35,8,1,-9.9,8,2006/2/25 0:00,8,1,,,0,1,,,0,,0,0,1,7.1,0,8,1,15.0,8,1,5,0,8,,,,1,0,1,8,1,2.5,8,1,5.3,8,2006/2/24 01:40,8,東北東,8,1,8.6,8,2006/2/24 05:21,8,東南東,8,1,,0,1,57,8,1,2.2,8,1,43,8,2006/2/24 09:09,8,1,986.6,8,1,989.4,8,1,986.9,0,8,2006/2/24 00:50,0,8,1,8.8,8,1,曇後時々晴,8,1,晴一時曇,8,1
2006/2/25,-9.2,8,1,-6.3,8,2006/2/25 22:19,8,1,-14.8,8,2006/2/25 05:00,8,1,,,0,1,,,0,,0,0,1,13.5,0,8,1,18.3,8,1,5,0,8,,,,1,0,1,8,1,2.1,8,1,6.7,8,2006/2/26 0:00,8,東北東,8,1,8.1,8,2006/2/25 23:59,8,東北東,8,1,,0,1,72,8,1,2.2,8,1,60,8,2006/2/26 0:00,8,1,989.4,8,1,992.2,8,1,991.6,0,8,2006/2/25 00:43,0,8,1,5.0,8,1,晴後一時曇,8,1,曇一時雪後晴,8,1
2006/2/26,-7.2,8,1,-4.7,8,2006/2/26 17:15,8,1,-10.9,8,2006/2/26 06:04,8,1,,,0,1,,,0,,0,0,1,13.9,0,8,1,18.1,8,1,5,0,8,,,,1,0,1,8,1,4.5,8,1,9.2,8,2006/2/26 08:20,8,東,8,1,12.1,8,2006/2/26 07:35,8,東,8,1,,0,1,61,8,1,2.2,8,1,52,8,2006/2/26 13:33,8,1,988.5,8,1,991.3,8,1,989.1,0,8,2006/2/27 0:00,0,8,1,2.8,8,1,晴,8,1,曇一時雪,8,1
2006/2/27,-5.8,8,1,-2.3,8,2006/2/27 16:38,8,1,-8.2,8,2006/2/27 23:54,8,1,,,0,1,,,0,,0,0,1,7.0,0,8,1,14.8,8,1,4,0,8,,,,1,0,1,8,1,2.9,8,1,9.9,8,2006/2/27 21:40,8,東,8,1,12.5,8,2006/2/28 0:00,8,東,8,1,,0,1,60,8,1,2.4,8,1,49,8,2006/2/27 19:56,8,1,987.3,8,1,990.1,8,1,987.9,0,8,2006/2/27 06:23,0,8,1,7.0,8,1,曇一時晴,8,1,晴後一時曇,8,1
2006/2/28,-6.4,8,1,-3.0,8,2006/2/28 15:24,8,1,-9.0,8,2006/2/28 04:46,8,1,,,0,1,,,0,,0,0,1,9.0,0,8,1,15.4,8,1,4,0,8,,,,1,0,1,8,1,5.6,8,1,10.8,8,2006/2/28 05:40,8,東,8,1,13.1,8,2006/2/28 05:26,8,東,8,1,,0,1,61,8,1,2.3,8,1,48,8,2006/2/28 15:39,8,1,997.5,8,1,1000.3,8,1,994.9,0,8,2006/2/28 00:07,0,8,1,5.5,8,1,晴時々曇,8,1,晴一時曇,8,1
2006/3/1,-8.1,8,1,-5.1,8,2006/3/1 18:03,8,1,-11.4,8,2006/3/1 04:59,8,1,,,0,1,,,0,,0,0,1,6.7,0,8,1,13.3,8,1,4,0,8,,,,1,0,1,8,1,1.8,8,1,3.6,8,2006/3/1 15:20,8,南,8,1,5.0,8,2006/3/1 15:08,8,南,8,1,,0,1,62,8,1,2.1,8,1,42,8,2006/3/1 18:00,8,1,996.9,8,1,999.7,8,1,998.5,0,8,2006/3/1 18:04,0,8,1,7.0,8,1,曇一時晴,8,1,晴,8,1
2006/3/2,-5.1,8,1,-2.4,8,2006/3/2 10:59,8,1,-9.7,8,2006/3/2 03:45,8,1,,,0,1,,,0,,0,0,1,2.9,0,8,1,11.5,8,1,4,0,8,,,,1,0,1,8,1,6.3,8,1,13.2,8,2006/3/2 22:00,8,東,8,1,17.1,8,2006/3/2 22:42,8,東,8,1,,0,1,65,8,1,2.8,8,1,51,8,2006/3/2 17:06,8,1,993.9,8,1,996.6,8,1,989.3,0,8,2006/3/3 0:00,0,8,1,8.5,8,1,曇,8,1,曇後一時雪,8,1
2006/3/3,-2.5,8,1,-0.6,8,2006/3/3 16:06,8,1,-3.9,8,2006/3/3 01:02,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,5.8,8,1,3,0,8,,,,1,0,1,8,1,13.2,8,1,19.9,8,2006/3/3 06:50,8,東,8,1,28.0,8,2006/3/3 13:30,8,東北東,8,1,,0,1,73,8,1,3.7,8,1,61,8,2006/3/3 00:09,8,1,971.9,8,1,974.6,8,1,968.4,0,8,2006/3/3 23:49,0,8,1,10.0,8,1,曇一時ふぶき,8,1,曇,8,1
2006/3/4,-4.3,8,1,-1.1,8,2006/3/4 15:19,8,1,-6.9,8,2006/3/4 20:46,8,1,,,0,1,,,0,,0,0,1,11.4,0,8,1,14.7,8,1,3,0,8,,,,1,0,1,8,1,5.1,8,1,13.5,8,2006/3/4 02:40,8,東,8,1,19.8,8,2006/3/4 01:54,8,東,8,1,,0,1,58,8,1,2.6,8,1,43,8,2006/3/4 13:35,8,1,968.4,8,1,971.1,8,1,968.5,0,8,2006/3/4 03:26,0,8,1,7.0,8,1,晴一時薄曇,8,1,曇一時晴,8,1
2006/3/5,-4.3,8,1,-3.0,8,2006/3/5 18:42,8,1,-6.4,8,2006/3/5 01:49,8,1,,,0,1,,,0,,0,0,1,1.4,0,8,1,9.3,8,1,2,0,8,,,,1,0,1,8,1,6.2,8,1,9.5,8,2006/3/5 21:10,8,東北東,8,1,12.5,8,2006/3/5 21:04,8,東,8,1,,0,1,67,8,1,3.0,8,1,55,8,2006/3/5 07:41,8,1,980.0,8,1,982.7,8,1,976.8,0,8,2006/3/5 00:05,0,8,1,10.0,8,1,曇,8,1,曇後雪,8,1
2006/3/6,-3.0,8,1,-1.9,8,2006/3/6 14:17,8,1,-4.4,8,2006/3/6 00:05,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,4.9,8,1,3,0,8,,,,1,2,0,8,1,3.6,8,1,9.1,8,2006/3/6 05:00,8,東北東,8,1,12.0,8,2006/3/6 06:45,8,東北東,8,1,,0,1,75,8,1,3.7,8,1,61,8,2006/3/6 01:16,8,1,985.2,8,1,987.9,8,1,986.1,0,8,2006/3/6 00:02,0,8,1,10.0,8,1,曇時々雪,8,1,曇一時雪,8,1
2006/3/7,-3.0,8,1,-2.4,8,2006/3/7 00:08,8,1,-3.6,8,2006/3/7 01:47,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,7.2,8,1,5,0,8,,,,1,4,0,8,1,12.0,8,1,16.7,8,2006/3/7 18:50,8,北東,8,1,20.8,8,2006/3/7 23:09,8,北東,8,1,,0,1,83,8,1,4.1,8,1,61,8,2006/3/7 00:59,8,1,982.8,8,1,985.5,8,1,984.1,0,8,2006/3/7 18:42,0,8,1,10.0,8,1,雪,8,1,曇一時晴、地ふぶきを伴う,8,1
2006/3/8,-2.2,8,1,-0.9,8,2006/3/8 15:12,8,1,-3.2,8,2006/3/8 01:03,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,8.2,8,1,5,0,8,,,,1,2,0,8,1,16.1,8,1,18.8,8,2006/3/8 20:20,8,東北東,8,1,24.4,8,2006/3/8 19:38,8,東北東,8,1,,0,1,87,8,1,4.5,8,1,78,8,2006/3/8 15:08,8,1,983.7,8,1,986.4,8,1,984.5,0,8,2006/3/8 02:56,0,8,1,9.5,8,1,雪時々曇、ふぶきを伴う,8,1,曇一時雪、ふぶきを伴う,8,1
2006/3/9,-4.3,8,1,-1.6,8,2006/3/9 00:29,8,1,-8.5,8,2006/3/9 23:56,8,1,,,0,1,,,0,,0,0,1,10.7,0,8,1,13.2,8,1,5,0,8,,,,1,0,1,8,1,11.2,8,1,17.4,8,2006/3/9 00:10,8,北東,8,1,24.1,8,2006/3/9 21:03,8,東,8,1,,0,1,57,8,1,2.6,8,1,45,8,2006/3/9 14:40,8,1,982.6,8,1,985.3,8,1,982.4,0,8,2006/3/9 22:23,0,8,1,5.3,8,1,薄曇後時々晴,8,1,快晴,8,1
2006/3/10,-7.2,8,1,-4.8,8,2006/3/10 15:07,8,1,-10.1,8,2006/3/10 05:35,8,1,,,0,1,,,0,,0,0,1,11.1,0,8,1,12.8,8,1,5,0,8,,,,1,0,1,8,1,9.6,8,1,16.4,8,2006/3/10 04:20,8,東,8,1,21.2,8,2006/3/10 00:16,8,東,8,1,,0,1,55,8,1,2.0,8,1,47,8,2006/3/10 20:14,8,1,982.6,8,1,985.4,8,1,982.7,0,8,2006/3/10 01:32,0,8,1,2.0,8,1,晴後一時曇,8,1,晴,8,1
2006/3/11,-3.7,8,1,0.7,8,2006/3/11 16:41,8,1,-7.6,8,2006/3/11 05:24,8,1,,,0,1,,,0,,0,0,1,10.0,0,8,1,11.6,8,1,5,0,8,,,,1,0,1,8,1,9.6,8,1,20.1,8,2006/3/11 23:40,8,東,8,1,27.1,8,2006/3/11 23:46,8,東,8,1,,0,1,57,8,1,2.7,8,1,47,8,2006/3/11 22:24,8,1,985.9,8,1,988.7,8,1,985.9,0,8,2006/3/11 23:53,0,8,1,7.0,8,1,晴後薄曇,8,1,薄曇時々晴,8,1
2006/3/12,-4.0,8,1,-2.4,8,2006/3/12 02:52,8,1,-6.7,8,2006/3/12 22:56,8,1,,,0,1,,,0,,0,0,1,11.0,0,8,1,11.9,8,1,5,0,8,,,,1,0,1,8,1,17.5,8,1,21.5,8,2006/3/12 05:00,8,東,8,1,29.3,8,2006/3/12 14:28,8,東,8,1,,0,1,54,8,1,2.5,8,1,44,8,2006/3/12 14:29,8,1,980.9,8,1,983.6,8,1,981.4,0,8,2006/3/12 19:19,0,8,1,5.3,8,1,薄曇後晴,8,1,晴,8,1
2006/3/13,-5.1,8,1,-3.2,8,2006/3/13 15:05,8,1,-7.4,8,2006/3/13 03:57,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.5,8,1,4,0,8,,,,1,0,1,8,1,11.1,8,1,16.0,8,2006/3/13 02:40,8,東,8,1,19.7,8,2006/3/13 02:52,8,東,8,1,,0,1,65,8,1,2.8,8,1,53,8,2006/3/13 03:02,8,1,981.6,8,1,984.3,8,1,982.8,0,8,2006/3/13 00:04,0,8,1,7.8,8,1,曇一時雪,8,1,曇,8,1
2006/3/14,-4.6,8,1,-3.5,8,2006/3/14 18:04,8,1,-6.5,8,2006/3/14 02:54,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,4.5,8,1,3,0,8,,,,1,0,1,8,1,8.5,8,1,13.5,8,2006/3/14 23:40,8,北東,8,1,16.3,8,2006/3/14 21:28,8,東北東,8,1,,0,1,70,8,1,3.0,8,1,57,8,2006/3/14 00:25,8,1,982.1,8,1,984.8,8,1,983.3,0,8,2006/3/14 23:34,0,8,1,10.0,8,1,曇時々雪,8,1,曇一時雪,8,1
2006/3/15,-4.2,8,1,-2.4,8,2006/3/15 16:42,8,1,-6.2,8,2006/3/15 22:06,8,1,,,0,1,,,0,,0,0,1,8.7,0,8,1,9.4,8,1,3,0,8,,,,1,0,1,8,1,7.6,8,1,12.5,8,2006/3/15 21:00,8,東,8,1,16.2,8,2006/3/15 00:56,8,東北東,8,1,,0,1,58,8,1,2.6,8,1,38,8,2006/3/15 17:12,8,1,975.2,8,1,977.9,8,1,972.8,0,8,2006/3/15 23:55,0,8,1,10.0,8,1,曇後一時晴,8,1,曇,8,1
2006/3/16,-3.7,8,1,-2.6,8,2006/3/16 12:41,8,1,-6.2,8,2006/3/16 04:30,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,4.6,8,1,6,0,8,,,,1,4,0,8,1,8.4,8,1,14.0,8,2006/3/16 23:40,8,北東,8,1,18.3,8,2006/3/16 21:50,8,北東,8,1,,0,1,75,8,1,3.5,8,1,55,8,2006/3/16 06:17,8,1,969.0,8,1,971.7,8,1,971.0,0,8,2006/3/16 06:56,0,8,1,10.0,8,1,雪時々曇,8,1,雪後曇,8,1
2006/3/17,-3.6,8,1,-2.8,8,2006/3/17 15:13,8,1,-4.5,8,2006/3/17 23:36,8,1,,,0,1,,,0,,0,0,1,0.5,0,8,1,7.5,8,1,6,0,8,,,,1,1,0,8,1,17.2,8,1,21.3,8,2006/3/17 12:50,8,北東,8,1,27.1,8,2006/3/17 12:41,8,北東,8,1,,0,1,79,8,1,3.7,8,1,70,8,2006/3/17 23:15,8,1,970.8,8,1,973.5,8,1,970.6,0,8,2006/3/17 06:07,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2006/3/18,-4.6,8,1,-3.6,8,2006/3/18 13:38,8,1,-5.9,8,2006/3/19 0:00,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,6.3,8,1,4,0,8,,,,1,3,0,8,1,11.3,8,1,17.8,8,2006/3/18 02:10,8,東北東,8,1,22.6,8,2006/3/18 02:04,8,東北東,8,1,,0,1,70,8,1,3.1,8,1,62,8,2006/3/18 23:39,8,1,979.1,8,1,981.8,8,1,978.4,0,8,2006/3/18 00:16,0,8,1,10.0,8,1,曇時々雪,8,1,曇,8,1
2006/3/19,-7.8,8,1,-5.6,8,2006/3/19 12:18,8,1,-13.1,8,2006/3/19 23:58,8,1,,,0,1,,,0,,0,0,1,6.7,0,8,1,11.0,8,1,4,0,8,,,,1,0,1,8,1,5.2,8,1,12.9,8,2006/3/19 00:40,8,東北東,8,1,15.5,8,2006/3/19 00:32,8,東北東,8,1,,0,1,71,8,1,2.4,8,1,56,8,2006/3/19 07:05,8,1,982.2,8,1,985.0,8,1,983.6,0,8,2006/3/20 0:00,0,8,1,6.8,8,1,晴後曇,8,1,快晴,8,1
2006/3/20,-13.0,8,1,-6.2,8,2006/3/20 23:34,8,1,-19.2,8,2006/3/20 06:08,8,1,,,0,1,,,0,,0,0,1,11.5,0,8,1,9.9,8,1,4,0,8,,,,1,0,1,8,1,2.6,8,1,9.0,8,2006/3/20 23:30,8,東北東,8,1,11.4,8,2006/3/20 23:22,8,東北東,8,1,,0,1,71,8,1,1.6,8,1,62,8,2006/3/20 21:51,8,1,974.3,8,1,977.1,8,1,972.5,0,8,2006/3/21 0:00,0,8,1,1.0,8,1,快晴,8,1,晴一時雪,8,1
2006/3/21,-8.5,8,1,-5.4,8,2006/3/21 15:15,8,1,-12.1,8,2006/3/21 23:54,8,1,,,0,1,,,0,,0,0,1,10.5,0,8,1,9.1,8,1,4,0,8,,,,1,0,1,8,1,5.0,8,1,11.3,8,2006/3/21 08:40,8,東,8,1,14.9,8,2006/3/21 08:30,8,東,8,1,,0,1,62,8,1,2.0,8,1,55,8,2006/3/21 11:16,8,1,971.5,8,1,974.2,8,1,972.1,0,8,2006/3/21 05:32,0,8,1,5.0,8,1,晴,8,1,曇一時晴,8,1
2006/3/22,-12.9,8,1,-7.8,8,2006/3/22 17:26,8,1,-17.6,8,2006/3/23 0:00,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,4.0,8,1,10,0,4,,,,1,6,0,4,1,5.4,8,1,7.9,8,2006/3/22 11:40,8,南,8,1,9.5,8,2006/3/22 11:40,8,南,8,1,,0,1,79,8,1,1.9,8,1,72,8,2006/3/22 01:34,8,1,972.9,8,1,975.7,8,1,974.8,0,8,2006/3/22 14:05,0,8,1,9.5,8,1,雪一時曇,8,1,晴一時雪,8,1
2006/3/23,-13.9,8,1,-8.6,8,2006/3/23 23:55,8,1,-19.7,8,2006/3/23 06:30,8,1,,,0,1,,,0,,0,0,1,5.6,0,8,1,7.5,8,1,0,0,8,,,,1,0,1,8,1,4.6,8,1,10.1,8,2006/3/23 23:40,8,東北東,8,1,12.4,8,2006/3/23 23:46,8,東北東,8,1,,0,1,69,8,1,1.5,8,1,59,8,2006/3/23 19:46,8,1,976.4,8,1,979.3,8,1,976.2,0,8,2006/3/23 01:10,0,8,1,5.0,8,1,晴後時々曇,8,1,曇,8,1
2006/3/24,-9.1,8,1,-7.3,8,2006/3/24 16:13,8,1,-12.6,8,2006/3/24 23:59,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,3.5,8,1,0,0,8,,,,1,0,1,8,1,7.9,8,1,12.5,8,2006/3/24 23:20,8,東,8,1,15.6,8,2006/3/24 23:12,8,東,8,1,,0,1,71,8,1,2.2,8,1,56,8,2006/3/24 16:12,8,1,981.6,8,1,984.4,8,1,982.3,0,8,2006/3/25 0:00,0,8,1,10.0,8,1,雪時々曇,8,1,雪後晴一時曇,8,1
2006/3/25,-8.3,8,1,-5.4,8,2006/3/25 23:32,8,1,-13.4,8,2006/3/25 01:50,8,1,,,0,1,,,0,,0,0,1,0.4,0,8,1,4.2,8,1,0,0,8,,,,1,0,1,8,1,18.2,8,1,21.4,8,2006/3/25 12:00,8,東北東,8,1,28.4,8,2006/3/25 21:56,8,東北東,8,1,,0,1,83,8,1,2.8,8,1,66,8,2006/3/25 00:54,8,1,973.1,8,1,975.9,8,1,973.5,0,8,2006/3/25 18:18,0,8,1,7.8,8,1,曇後地ふぶき,8,1,地ふぶき後一時曇,8,1
2006/3/26,-5.1,8,1,-4.2,8,2006/3/26 15:20,8,1,-6.0,8,2006/3/26 02:22,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,3.0,8,1,4,0,8,,,,1,4,0,8,1,11.8,8,1,19.5,8,2006/3/26 00:40,8,東北東,8,1,25.7,8,2006/3/26 00:02,8,東北東,8,1,,0,1,74,8,1,3.1,8,1,64,8,2006/3/26 15:46,8,1,978.8,8,1,981.5,8,1,976.1,0,8,2006/3/26 00:02,0,8,1,10.0,8,1,曇,8,1,曇後一時雪,8,1
