ダウンロードした時刻：2021/03/10 11:39:31

,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）,昭和（南極）
2012/2/8,-4.7,8,1,-1.3,8,2012/2/8 14:59,8,1,-10.2,8,2012/2/8 23:52,8,1,,,0,1,,,0,,0,0,1,6.2,0,8,1,17.1,8,1,89,0,8,,,,1,8,0,4,1,2.3,8,1,4.3,8,2012/2/8 19:00,8,南南西,8,1,5.7,8,2012/2/8 18:58,8,南南西,8,1,,0,1,83,8,1,3.6,8,1,67,8,2012/2/8 16:13,8,1,996.1,8,1,998.9,8,1,995.3,0,8,2012/2/8 00:02,0,8,1,6.8,8,1,雪後晴,8,1,快晴,8,1
2012/2/9,-8.8,8,1,-3.6,8,2012/2/9 15:10,8,1,-15.9,8,2012/2/9 04:47,8,1,,,0,1,,,0,,0,0,1,16.0,0,8,1,23.5,8,1,83,0,8,,,,1,,,1,1,1.9,8,1,4.4,8,2012/2/9 16:40,8,西南西,8,1,6.0,8,2012/2/9 16:33,8,西南西,8,1,,0,1,77,8,1,2.4,8,1,59,8,2012/2/9 14:06,8,1,999.4,8,1,1002.2,8,1,1000.4,0,8,2012/2/9 02:20,0,8,1,2.5,8,1,晴,8,1,曇後一時雪,8,1
2012/2/10,-4.9,8,1,-1.4,8,2012/2/10 16:18,8,1,-9.6,8,2012/2/10 00:23,8,1,,,0,1,,,0,,0,0,1,2.9,0,8,1,15.4,8,1,85,0,8,,,,1,2,0,8,1,4.2,8,1,11.2,8,2012/2/10 07:20,8,北北東,8,1,14.8,8,2012/2/10 07:02,8,北北東,8,1,,0,1,80,8,1,3.4,8,1,70,8,2012/2/10 16:21,8,1,1000.0,8,1,1002.8,8,1,1001.1,0,8,2012/2/10 07:16,0,8,1,10.0,8,1,雪後曇一時晴,8,1,曇後雪,8,1
2012/2/11,-3.6,8,1,-2.2,8,2012/2/11 07:19,8,1,-5.8,8,2012/2/11 00:13,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,11.8,8,1,95,0,4,,,,1,2,0,4,1,9.9,8,1,16.5,8,2012/2/11 14:30,8,北東,8,1,21.2,8,2012/2/11 16:44,8,北東,8,1,,0,1,90,8,1,4.2,8,1,82,8,2012/2/11 07:20,8,1,992.2,8,1,994.9,8,1,990.6,0,8,2012/2/11 19:26,0,8,1,10.0,8,1,雪後ふぶき,8,1,雪後霧,8,1
2012/2/12,-5.8,8,1,-3.0,8,2012/2/12 17:37,8,1,-10.0,8,2012/2/12 06:47,8,1,,,0,1,,,0,,0,0,1,0.9,0,8,1,14.8,8,1,95,0,8,,,,1,0,1,8,1,2.0,8,1,4.5,8,2012/2/12 02:00,8,西,8,1,5.5,8,2012/2/12 01:52,8,西,8,1,,0,1,93,8,1,3.7,8,1,91,8,,,1,991.9,8,1,994.7,8,1,992.7,0,8,2012/2/12 00:03,0,8,1,10.0,8,1,霧後曇,8,1,曇一時霧,8,1
2012/2/13,-4.3,8,1,-1.4,8,2012/2/13 15:43,8,1,-7.9,8,2012/2/13 00:18,8,1,,,0,1,,,0,,0,0,1,1.3,0,8,1,15.4,8,1,95,0,8,,,,1,,,1,1,2.0,8,1,4.2,8,2012/2/13 14:10,8,南南西,8,1,5.5,8,2012/2/13 14:05,8,南南西,8,1,,0,1,76,8,1,3.4,8,1,47,8,2012/2/13 11:13,8,1,990.9,8,1,993.6,8,1,992.4,0,8,2012/2/13 21:26,0,8,1,8.3,8,1,曇,8,1,晴一時曇,8,1
2012/2/14,-3.5,8,1,-1.0,8,2012/2/14 14:12,8,1,-8.6,8,2012/2/14 04:29,8,1,,,0,1,,,0,,0,0,1,4.7,0,8,1,17.2,8,1,95,0,8,,,,1,,,1,1,2.7,8,1,6.5,8,2012/2/14 04:40,8,北東,8,1,8.0,8,2012/2/14 04:28,8,北東,8,1,,0,1,51,8,1,2.4,8,1,34,8,2012/2/14 19:07,8,1,990.3,8,1,993.0,8,1,992.2,0,8,2012/2/14 20:05,0,8,1,8.5,8,1,曇時々晴,8,1,曇,8,1
2012/2/15,-2.0,8,1,-0.4,8,2012/2/15 13:40,8,1,-3.8,8,2012/2/15 23:21,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,15.8,8,1,95,0,4,,,,1,,,1,1,2.7,8,1,4.5,8,2012/2/15 14:30,8,北北東,8,1,6.6,8,2012/2/15 07:09,8,北東,8,1,,0,1,56,8,1,2.9,8,1,42,8,2012/2/15 06:04,8,1,992.2,8,1,994.9,8,1,993.0,0,8,2012/2/15 00:49,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2012/2/16,-5.6,8,1,-2.7,8,2012/2/16 00:17,8,1,-9.4,8,2012/2/16 23:55,8,1,,,0,1,,,0,,0,0,1,6.5,0,8,1,18.4,8,1,95,0,8,,,,1,,,1,1,4.3,8,1,13.2,8,2012/2/16 23:50,8,東,8,1,16.3,8,2012/2/16 23:52,8,東,8,1,,0,1,66,8,1,2.7,8,1,42,8,2012/2/16 22:08,8,1,994.4,8,1,997.2,8,1,996.3,0,8,2012/2/16 17:14,0,8,1,8.5,8,1,曇時々晴,8,1,晴,8,1
2012/2/17,-7.5,8,1,-3.7,8,2012/2/17 14:50,8,1,-10.5,8,2012/2/17 06:41,8,1,,,0,1,,,0,,0,0,1,15.7,0,8,1,21.1,8,1,93,0,8,,,,1,,,1,1,5.9,8,1,14.7,8,2012/2/17 01:10,8,東北東,8,1,17.5,8,2012/2/17 01:08,8,東北東,8,1,,0,1,49,8,1,1.7,8,1,29,8,2012/2/17 14:57,8,1,998.8,8,1,1001.6,8,1,998.2,0,8,2012/2/17 00:15,0,8,1,0.3,8,1,快晴,8,1,快晴,8,1
2012/2/18,-7.6,8,1,-3.8,8,2012/2/18 13:27,8,1,-11.6,8,2012/2/18 04:17,8,1,,,0,1,,,0,,0,0,1,16.2,0,8,1,21.0,8,1,90,0,8,,,,1,0,1,8,1,4.9,8,1,10.4,8,2012/2/18 07:50,8,東,8,1,14.7,8,2012/2/18 05:17,8,東南東,8,1,,0,1,49,8,1,1.7,8,1,36,8,2012/2/18 13:25,8,1,995.4,8,1,998.2,8,1,994.3,0,8,2012/2/19 0:00,0,8,1,0.0,8,1,快晴,8,1,快晴,8,1
2012/2/19,-6.8,8,1,-3.9,8,2012/2/19 14:01,8,1,-10.2,8,2012/2/19 03:29,8,1,,,0,1,,,0,,0,0,1,12.8,0,8,1,19.5,8,1,90,0,8,,,,1,0,1,8,1,3.2,8,1,10.0,8,2012/2/19 00:40,8,東北東,8,1,11.6,8,2012/2/19 00:39,8,東北東,8,1,,0,1,54,8,1,2.0,8,1,42,8,2012/2/19 11:22,8,1,991.5,8,1,994.2,8,1,992.8,0,8,2012/2/19 08:07,0,8,1,2.8,8,1,晴,8,1,曇,8,1
2012/2/20,-4.3,8,1,-2.6,8,2012/2/21 0:00,8,1,-6.6,8,2012/2/20 00:30,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,10.5,8,1,90,0,8,,,,1,0,1,8,1,7.4,8,1,12.9,8,2012/2/20 13:30,8,北東,8,1,15.0,8,2012/2/20 14:43,8,東北東,8,1,,0,1,64,8,1,2.9,8,1,49,8,2012/2/20 06:29,8,1,996.4,8,1,999.2,8,1,997.3,0,8,2012/2/21 0:00,0,8,1,10.0,8,1,曇時々雪,8,1,曇後晴,8,1
2012/2/21,-5.2,8,1,-1.4,8,2012/2/21 14:17,8,1,-8.4,8,2012/2/21 05:32,8,1,,,0,1,,,0,,0,0,1,14.0,0,8,1,18.4,8,1,89,0,8,,,,1,0,1,8,1,5.9,8,1,14.1,8,2012/2/21 22:50,8,東,8,1,17.8,8,2012/2/21 23:35,8,東北東,8,1,,0,1,57,8,1,2.4,8,1,40,8,2012/2/21 08:54,8,1,988.4,8,1,991.1,8,1,987.1,0,8,2012/2/21 23:37,0,8,1,6.3,8,1,晴後薄曇,8,1,曇時々晴,8,1
2012/2/22,-5.0,8,1,-1.6,8,2012/2/22 15:03,8,1,-7.6,8,2012/2/22 03:12,8,1,,,0,1,,,0,,0,0,1,9.9,0,8,1,16.5,8,1,88,0,8,,,,1,,,1,1,5.3,8,1,12.5,8,2012/2/22 01:50,8,東,8,1,14.6,8,2012/2/22 02:28,8,東,8,1,,0,1,55,8,1,2.3,8,1,40,8,2012/2/22 11:21,8,1,982.7,8,1,985.4,8,1,983.8,0,8,2012/2/22 18:45,0,8,1,6.0,8,1,晴時々曇,8,1,晴一時曇,8,1
2012/2/23,-2.1,8,1,0.8,8,2012/2/23 15:39,8,1,-5.9,8,2012/2/23 00:02,8,1,,,0,1,,,0,,0,0,1,1.9,0,8,1,11.0,8,1,87,0,8,,,,1,,,1,1,6.8,8,1,12.8,8,2012/2/23 21:30,8,東,8,1,15.8,8,2012/2/23 21:26,8,東,8,1,,0,1,65,8,1,3.4,8,1,46,8,2012/2/23 18:28,8,1,990.1,8,1,992.8,8,1,987.3,0,8,2012/2/23 00:12,0,8,1,6.3,8,1,曇後一時晴,8,1,晴後曇,8,1
2012/2/24,-2.1,8,1,1.8,8,2012/2/24 14:52,8,1,-6.3,8,2012/2/24 22:17,8,1,,,0,1,,,0,,0,0,1,8.7,0,8,1,15.6,8,1,85,0,8,,,,1,0,1,8,1,6.0,8,1,11.1,8,2012/2/24 23:30,8,東北東,8,1,13.6,8,2012/2/24 23:32,8,東北東,8,1,,0,1,56,8,1,3.0,8,1,35,8,2012/2/24 14:54,8,1,985.1,8,1,987.8,8,1,980.8,0,8,2012/2/25 0:00,0,8,1,5.3,8,1,曇後晴,8,1,晴,8,1
2012/2/25,-2.9,8,1,-0.2,8,2012/2/25 23:10,8,1,-7.0,8,2012/2/25 02:01,8,1,,,0,1,,,0,,0,0,1,4.3,0,8,1,12.1,8,1,85,0,8,,,,1,1,0,8,1,4.3,8,1,11.9,8,2012/2/25 03:10,8,東北東,8,1,14.5,8,2012/2/25 03:05,8,東北東,8,1,,0,1,65,8,1,3.3,8,1,51,8,2012/2/25 05:59,8,1,975.4,8,1,978.1,8,1,974.4,0,8,2012/2/26 0:00,0,8,1,6.3,8,1,曇一時晴後時々雪,8,1,曇一時晴,8,1
2012/2/26,0.2,8,1,2.9,8,2012/2/26 17:06,8,1,-2.9,8,2012/2/26 01:53,8,1,,,0,1,,,0,,0,0,1,1.7,0,8,1,11.6,8,1,85,0,8,,,,1,0,1,8,1,5.1,8,1,10.5,8,2012/2/26 21:50,8,北東,8,1,12.8,8,2012/2/26 21:46,8,北東,8,1,,0,1,75,8,1,4.7,8,1,55,8,2012/2/26 02:33,8,1,967.9,8,1,970.5,8,1,969.0,0,8,2012/2/26 06:39,0,8,1,10.0,8,1,曇,8,1,曇,8,1
2012/2/27,1.2,8,1,4.0,8,2012/2/27 17:37,8,1,-3.3,8,2012/2/27 07:02,8,1,,,0,1,,,0,,0,0,1,9.2,0,8,1,15.6,8,1,85,0,8,,,,1,0,1,8,1,7.1,8,1,13.6,8,2012/2/27 20:20,8,東北東,8,1,16.5,8,2012/2/27 18:16,8,北東,8,1,,0,1,68,8,1,4.5,8,1,50,8,2012/2/27 17:36,8,1,976.7,8,1,979.3,8,1,973.3,0,8,2012/2/27 00:01,0,8,1,8.3,8,1,晴時々曇,8,1,曇,8,1
2012/2/28,0.4,8,1,1.4,8,2012/2/28 10:53,8,1,-1.6,8,2012/2/28 22:16,8,1,,,0,1,,,0,,0,0,1,1.0,0,8,1,10.1,8,1,85,0,8,,,,1,0,1,8,1,12.1,8,1,18.3,8,2012/2/28 09:20,8,東北東,8,1,23.0,8,2012/2/28 09:52,8,東北東,8,1,,0,1,65,8,1,4.1,8,1,54,8,2012/2/28 21:36,8,1,985.0,8,1,987.7,8,1,984.6,0,8,2012/2/29 0:00,0,8,1,9.8,8,1,曇後一時晴,8,1,曇一時晴,8,1
2012/2/29,-1.2,8,1,-0.5,8,2012/2/29 05:09,8,1,-2.5,8,2012/3/1 0:00,8,1,,,0,1,,,0,,0,0,1,1.9,0,8,1,11.3,8,1,85,0,8,,,,1,2,0,8,1,11.7,8,1,17.1,8,2012/2/29 03:40,8,東北東,8,1,20.3,8,2012/2/29 03:39,8,東北東,8,1,,0,1,78,8,1,4.4,8,1,60,8,2012/2/29 01:46,8,1,978.9,8,1,981.6,8,1,980.8,0,8,2012/2/29 09:21,0,8,1,10.0,8,1,曇後雪,8,1,雪,8,1
2012/3/1,-2.4,8,1,-1.6,8,2012/3/1 17:13,8,1,-3.3,8,2012/3/1 07:14,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,9.8,8,1,88,0,8,,,,1,6,0,8,1,7.8,8,1,10.3,8,2012/3/1 12:30,8,北東,8,1,12.4,8,2012/3/1 12:27,8,北東,8,1,,0,1,87,8,1,4.5,8,1,81,8,2012/3/1 05:45,8,1,982.1,8,1,984.8,8,1,981.7,0,8,2012/3/1 00:35,0,8,1,10.0,8,1,曇時々雪,8,1,雪時々曇,8,1
2012/3/2,-3.8,8,1,-1.8,8,2012/3/2 11:55,8,1,-5.8,8,2012/3/3 0:00,8,1,,,0,1,,,0,,0,0,1,7.8,0,8,1,13.3,8,1,89,0,8,,,,1,4,0,8,1,4.9,8,1,9.6,8,2012/3/2 00:40,8,北東,8,1,11.7,8,2012/3/2 02:57,8,北東,8,1,,0,1,76,8,1,3.5,8,1,63,8,2012/3/2 21:39,8,1,987.0,8,1,989.7,8,1,988.9,0,8,2012/3/2 22:46,0,8,1,9.8,8,1,薄曇,8,1,雪時々曇,8,1
2012/3/3,-7.0,8,1,-5.7,8,2012/3/3 00:03,8,1,-7.9,8,2012/3/3 23:22,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,8.8,8,1,97,0,4,,,,1,10,0,4,1,3.4,8,1,8.8,8,2012/3/3 11:40,8,北東,8,1,10.5,8,2012/3/3 11:31,8,北東,8,1,,0,1,88,8,1,3.2,8,1,84,8,2012/3/3 21:48,8,1,988.3,8,1,991.1,8,1,989.1,0,8,2012/3/3 06:56,0,8,1,10.0,8,1,雪,8,1,雪,8,1
2012/3/4,-7.3,8,1,-6.1,8,2012/3/4 11:38,8,1,-8.4,8,2012/3/4 06:55,8,1,,,0,1,,,0,,0,0,1,0.4,0,8,1,9.3,8,1,98,0,8,,,,1,1,0,4,1,4.5,8,1,9.8,8,2012/3/4 15:10,8,北東,8,1,12.6,8,2012/3/4 14:50,8,北東,8,1,,0,1,82,8,1,2.9,8,1,63,8,2012/3/4 23:49,8,1,992.2,8,1,995.0,8,1,993.1,0,8,2012/3/5 0:00,0,8,1,10.0,8,1,雪後曇,8,1,曇後雪,8,1
2012/3/5,-8.7,8,1,-6.6,8,2012/3/5 02:55,8,1,-11.5,8,2012/3/5 22:01,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,8.5,8,1,103,0,4,,,,1,8,0,4,1,2.5,8,1,5.3,8,2012/3/5 20:40,8,東北東,8,1,8.4,8,2012/3/5 02:51,8,東,8,1,,0,1,74,8,1,2.4,8,1,54,8,2012/3/5 03:11,8,1,986.2,8,1,989.0,8,1,987.0,0,8,2012/3/5 21:20,0,8,1,9.3,8,1,雪,8,1,曇一時晴,8,1
2012/3/6,-9.6,8,1,-7.7,8,2012/3/6 15:39,8,1,-12.4,8,2012/3/6 08:01,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,9.5,8,1,103,0,8,,,,1,0,1,8,1,2.7,8,1,4.5,8,2012/3/6 16:30,8,南,8,1,5.7,8,2012/3/6 16:23,8,南,8,1,,0,1,73,8,1,2.2,8,1,56,8,2012/3/6 23:46,8,1,985.2,8,1,988.0,8,1,986.8,0,8,2012/3/6 04:05,0,8,1,9.8,8,1,曇後雪,8,1,曇一時雪,8,1
2012/3/7,-8.0,8,1,-5.6,8,2012/3/7 17:29,8,1,-11.5,8,2012/3/7 07:56,8,1,,,0,1,,,0,,0,0,1,4.5,0,8,1,10.8,8,1,97,0,8,,,,1,2,0,4,1,2.1,8,1,5.2,8,2012/3/7 14:30,8,南南東,8,1,6.3,8,2012/3/7 22:17,8,北北東,8,1,,0,1,72,8,1,2.4,8,1,55,8,2012/3/7 00:50,8,1,988.0,8,1,990.8,8,1,990.1,0,8,2012/3/7 00:03,0,8,1,10.0,8,1,薄曇,8,1,雪一時曇,8,1
2012/3/8,-8.0,8,1,-5.7,8,2012/3/8 18:10,8,1,-10.0,8,2012/3/8 09:09,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,8.4,8,1,105,0,8,,,,1,8,0,4,1,3.0,8,1,4.8,8,2012/3/8 23:50,8,南,8,1,6.0,8,2012/3/8 04:23,8,南南西,8,1,,0,1,80,8,1,2.6,8,1,56,8,2012/3/8 16:52,8,1,988.6,8,1,991.4,8,1,990.6,0,8,2012/3/8 07:14,0,8,1,10.0,8,1,雪後時々曇,8,1,曇一時雪,8,1
2012/3/9,-5.4,8,1,-3.8,8,2012/3/9 18:58,8,1,-9.9,8,2012/3/9 01:29,8,1,,,0,1,,,0,,0,0,1,2.1,0,8,1,9.9,8,1,104,0,8,,,,1,,,1,1,11.0,8,1,21.7,8,2012/3/9 22:30,8,北東,8,1,26.3,8,2012/3/9 22:25,8,北東,8,1,,0,1,77,8,1,3.2,8,1,53,8,2012/3/9 04:26,8,1,984.7,8,1,987.4,8,1,981.4,0,8,2012/3/10 0:00,0,8,1,10.0,8,1,曇時々雪,8,1,雪後ふぶき,8,1
2012/3/10,-3.9,8,1,-3.4,8,2012/3/10 15:18,8,1,-4.5,8,2012/3/10 00:10,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.4,8,1,0,0,4,,,,1,,,1,1,17.6,8,1,26.3,8,2012/3/10 03:40,8,北東,8,1,31.1,8,2012/3/10 03:40,8,北東,8,1,,0,1,93,8,1,4.3,8,1,92,8,,,1,977.7,8,1,980.4,8,1,977.8,0,8,2012/3/10 04:47,0,8,1,10.0,8,1,ふぶき,8,1,雪一時ふぶき後曇,8,1
2012/3/11,-5.0,8,1,-1.8,8,2012/3/11 13:30,8,1,-8.9,8,2012/3/11 23:46,8,1,,,0,1,,,0,,0,0,1,8.6,0,8,1,11.6,8,1,94,0,4,,,,1,,,1,1,5.2,8,1,14.5,8,2012/3/11 02:10,8,東北東,8,1,17.7,8,2012/3/11 02:03,8,東北東,8,1,,0,1,70,8,1,3.0,8,1,56,8,2012/3/11 14:23,8,1,978.9,8,1,981.6,8,1,979.9,0,8,2012/3/11 02:14,0,8,1,6.3,8,1,曇後晴,8,1,快晴,8,1
2012/3/12,-9.0,8,1,-7.6,8,2012/3/12 13:00,8,1,-13.6,8,2012/3/12 06:42,8,1,,,0,1,,,0,,0,0,1,8.3,0,8,1,10.7,8,1,94,0,8,,,,1,0,1,8,1,3.3,8,1,9.5,8,2012/3/12 00:10,8,東,8,1,11.6,8,2012/3/12 00:07,8,東,8,1,,0,1,62,8,1,1.9,8,1,50,8,2012/3/12 08:57,8,1,980.2,8,1,983.0,8,1,982.4,0,8,2012/3/12 16:50,0,8,1,4.8,8,1,晴後曇,8,1,曇,8,1
2012/3/13,-13.6,8,1,-9.9,8,2012/3/13 00:13,8,1,-21.6,8,2012/3/13 23:39,8,1,,,0,1,,,0,,0,0,1,12.6,0,8,1,12.1,8,1,94,0,8,,,,1,0,1,8,1,2.9,8,1,8.3,8,2012/3/13 01:40,8,東北東,8,1,10.3,8,2012/3/13 01:33,8,東北東,8,1,,0,1,60,8,1,1.3,8,1,41,8,2012/3/13 10:12,8,1,982.5,8,1,985.4,8,1,983.5,0,8,2012/3/13 00:08,0,8,1,3.0,8,1,快晴,8,1,晴,8,1
2012/3/14,-14.8,8,1,-10.7,8,2012/3/14 19:05,8,1,-21.2,8,2012/3/14 02:03,8,1,,,0,1,,,0,,0,0,1,3.0,0,8,1,9.1,8,1,94,0,8,,,,1,0,1,8,1,2.4,8,1,5.3,8,2012/3/14 13:20,8,南,8,1,6.9,8,2012/3/14 13:16,8,南,8,1,,0,1,63,8,1,1.2,8,1,43,8,2012/3/14 10:57,8,1,977.7,8,1,980.5,8,1,975.9,0,8,2012/3/14 22:49,0,8,1,7.5,8,1,曇,8,1,曇時々晴,8,1
2012/3/15,-9.5,8,1,-6.2,8,2012/3/15 23:59,8,1,-13.7,8,2012/3/15 00:26,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.8,8,1,95,0,8,,,,1,1,0,8,1,4.0,8,1,13.1,8,2012/3/15 22:10,8,東北東,8,1,17.1,8,2012/3/15 22:10,8,東北東,8,1,,0,1,71,8,1,2.2,8,1,49,8,2012/3/15 04:38,8,1,976.9,8,1,979.6,8,1,976.1,0,8,2012/3/15 00:26,0,8,1,10.0,8,1,雪時々曇,8,1,雪後曇,8,1
2012/3/16,-4.8,8,1,-3.7,8,2012/3/16 16:44,8,1,-6.3,8,2012/3/16 03:05,8,1,,,0,1,,,0,,0,0,1,1.1,0,8,1,7.9,8,1,94,0,8,,,,1,0,1,8,1,14.2,8,1,17.3,8,2012/3/16 06:40,8,東北東,8,1,22.2,8,2012/3/16 10:22,8,北東,8,1,,0,1,77,8,1,3.3,8,1,59,8,2012/3/17 0:00,8,1,983.2,8,1,985.9,8,1,983.5,0,8,2012/3/16 01:49,0,8,1,10.0,8,1,曇時々雪,8,1,曇,8,1
2012/3/17,-5.7,8,1,-4.1,8,2012/3/17 15:46,8,1,-6.9,8,2012/3/17 07:20,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.5,8,1,94,0,8,,,,1,,,1,1,6.2,8,1,13.1,8,2012/3/17 06:20,8,東北東,8,1,16.2,8,2012/3/17 03:59,8,東北東,8,1,,0,1,62,8,1,2.5,8,1,51,8,2012/3/17 10:50,8,1,984.9,8,1,987.7,8,1,986.2,0,8,2012/3/18 0:00,0,8,1,10.0,8,1,曇,8,1,雪時々曇,8,1
2012/3/18,-8.2,8,1,-6.1,8,2012/3/18 00:04,8,1,-10.8,8,2012/3/18 07:21,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,5.9,8,1,100,0,8,,,,1,6,0,8,1,3.2,8,1,5.1,8,2012/3/18 10:40,8,南,8,1,5.8,8,2012/3/18 10:42,8,南,8,1,,0,1,84,8,1,2.8,8,1,63,8,2012/3/18 23:09,8,1,983.1,8,1,985.9,8,1,985.0,0,8,2012/3/18 09:10,0,8,1,10.0,8,1,雪,8,1,曇時々雪,8,1
2012/3/19,-9.1,8,1,-6.4,8,2012/3/19 01:51,8,1,-11.8,8,2012/3/19 12:11,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,6.4,8,1,100,0,8,,,,1,2,0,8,1,3.2,8,1,5.7,8,2012/3/19 14:00,8,南,8,1,6.9,8,2012/3/19 09:24,8,南,8,1,,0,1,82,8,1,2.5,8,1,66,8,2012/3/19 00:47,8,1,984.1,8,1,986.9,8,1,986.3,0,8,2012/3/19 15:48,0,8,1,10.0,8,1,曇時々雪,8,1,曇時々雪,8,1
2012/3/20,-12.1,8,1,-9.6,8,2012/3/20 02:53,8,1,-17.1,8,2012/3/20 14:26,8,1,,,0,1,,,0,,0,0,1,2.1,0,8,1,7.0,8,1,99,0,8,,,,1,3,0,8,1,2.2,8,1,5.0,8,2012/3/20 04:00,8,南南西,8,1,6.1,8,2012/3/20 03:54,8,南南西,8,1,,0,1,82,8,1,2.0,8,1,73,8,2012/3/20 17:40,8,1,987.5,8,1,990.3,8,1,988.6,0,8,2012/3/20 00:06,0,8,1,9.8,8,1,曇後一時晴,8,1,雪時々曇,8,1
2012/3/21,-11.6,8,1,-10.0,8,2012/3/21 22:59,8,1,-14.0,8,2012/3/21 05:25,8,1,,,0,1,,,0,,0,0,1,0.3,0,8,1,5.8,8,1,98,0,8,,,,1,2,0,8,1,2.1,8,1,6.6,8,2012/3/21 02:10,8,北東,8,1,8.9,8,2012/3/21 02:08,8,北東,8,1,,0,1,76,8,1,1.9,8,1,54,8,2012/3/21 22:56,8,1,988.8,8,1,991.6,8,1,990.9,0,8,2012/3/21 07:07,0,8,1,10.0,8,1,曇,8,1,曇後一時晴,8,1
2012/3/22,-11.2,8,1,-8.5,8,2012/3/22 18:24,8,1,-14.3,8,2012/3/22 06:57,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,5.7,8,1,97,0,8,,,,1,2,0,8,1,3.2,8,1,6.6,8,2012/3/22 05:40,8,東,8,1,8.0,8,2012/3/22 05:40,8,東北東,8,1,,0,1,68,8,1,1.8,8,1,50,8,2012/3/22 03:43,8,1,989.3,8,1,992.1,8,1,990.2,0,8,2012/3/23 0:00,0,8,1,10.0,8,1,曇時々雪一時晴,8,1,雪一時曇,8,1
2012/3/23,-13.1,8,1,-9.7,8,2012/3/23 23:54,8,1,-14.5,8,2012/3/23 12:37,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,4.7,8,1,101,0,8,,,,1,6,0,8,1,4.9,8,1,15.3,8,2012/3/23 22:20,8,東北東,8,1,19.1,8,2012/3/23 22:20,8,東北東,8,1,,0,1,83,8,1,1.9,8,1,60,8,2012/3/23 00:40,8,1,983.8,8,1,986.6,8,1,981.5,0,8,2012/3/24 0:00,0,8,1,10.0,8,1,雪,8,1,雪時々ふぶき,8,1
2012/3/24,-9.6,8,1,-9.2,8,2012/3/24 21:03,8,1,-10.4,8,2012/3/24 22:17,8,1,,,0,1,,,0,,0,0,1,0,1,8,1,4.2,8,1,95,0,4,,,,1,1,0,4,1,9.7,8,1,14.5,8,2012/3/24 00:10,8,北東,8,1,17.7,8,2012/3/24 00:18,8,北東,8,1,,0,1,80,8,1,2.4,8,1,69,8,2012/3/24 20:17,8,1,976.2,8,1,979.0,8,1,975.8,0,8,2012/3/25 0:00,0,8,1,10.0,8,1,雪時々曇,8,1,雪後一時ふぶき,8,1
2012/3/25,-7.4,8,1,-6.2,8,2012/3/25 21:30,8,1,-9.6,8,2012/3/25 01:10,8,1,,,0,1,,,0,,0,0,1,0.1,0,8,1,5.8,8,1,94,0,8,,,,1,4,0,8,1,13.9,8,1,19.6,8,2012/3/25 21:30,8,北東,8,1,22.3,8,2012/3/25 21:22,8,北東,8,1,,0,1,82,8,1,2.9,8,1,75,8,2012/3/25 00:31,8,1,972.5,8,1,975.2,8,1,973.7,0,8,2012/3/25 07:14,0,8,1,10.0,8,1,曇時々雪,8,1,ふぶき一時曇,8,1
